low_action,count,ratio,scenario
320|100,988,0.7541984732824427,malicious_burst
320|60,227,0.1732824427480916,malicious_burst
256|60,52,0.03969465648854962,malicious_burst
320|80,16,0.012213740458015267,malicious_burst
384|80,14,0.010687022900763359,malicious_burst
448|100,5,0.003816793893129771,malicious_burst
256|80,2,0.0015267175572519084,malicious_burst
384|100,2,0.0015267175572519084,malicious_burst
256|100,2,0.0015267175572519084,malicious_burst
