low_action,count,ratio,scenario
320|100,386,0.5920245398773006,churn_burst
320|60,189,0.2898773006134969,churn_burst
256|60,38,0.05828220858895705,churn_burst
320|80,11,0.01687116564417178,churn_burst
384|80,11,0.01687116564417178,churn_burst
384|100,4,0.006134969325153374,churn_burst
256|80,1,0.0015337423312883436,churn_burst
