low_action,count,ratio,scenario
512|60,769,0.5340277777777778,load_shock
320|60,529,0.36736111111111114,load_shock
448|100,83,0.05763888888888889,load_shock
384|100,20,0.013888888888888888,load_shock
320|80,14,0.009722222222222222,load_shock
256|40,9,0.00625,load_shock
256|60,5,0.003472222222222222,load_shock
384|40,5,0.003472222222222222,load_shock
448|60,4,0.002777777777777778,load_shock
384|80,1,0.0006944444444444445,load_shock
256|100,1,0.0006944444444444445,load_shock
