timesteps,episode_reward,episode_cost,episode_len,unsafe_rate,tps,latency,mask_ratio,lagrangian_lambda,constraint_violation
120,150.24738159775734,0.2593939393939394,120,0.0,12736.30203974461,27.228826291682957,0.1699374999999997,0.1,0.0
240,150.24738159775734,0.2593939393939394,120,0.0,12736.30203974461,27.228826291682957,0.1696874999999998,0.1,0.0
360,150.24738159775734,0.2593939393939394,120,0.0,12736.30203974461,27.228826291682957,0.1696874999999998,0.1,0.0
480,150.24738159775734,0.2593939393939394,120,0.0,12736.30203974461,27.228826291682957,0.1696874999999998,0.1,0.0
600,427.6164156645536,0.2593939393939394,120,0.0,12750.654948613845,24.483167685295356,0.1783749999999997,0.0964506628770381,0.0
720,491.0143956691026,0.0444444444444444,120,0.0,12562.027391404748,24.763217853404715,0.1837291666666664,0.0964506628770381,0.0
840,491.0143956691026,0.0444444444444444,120,0.0,12562.027391404748,24.763217853404715,0.1837291666666664,0.0964506628770381,0.0
960,491.0143956691026,0.0444444444444444,120,0.0,12562.027391404748,24.763217853404715,0.1837291666666664,0.0964506628770381,0.0
1080,602.8107198514044,0.0444444444444444,120,0.0,12557.422145749775,24.49962346109485,0.1877916666666665,0.0928576073216507,0.0
1200,709.751598700881,0.0444444444444444,120,0.0,12654.850425306777,23.322049035223152,0.1913333333333331,0.0928576073216507,0.0
1320,709.751598700881,0.0444444444444444,120,0.0,12654.850425306777,23.322049035223152,0.1913333333333331,0.0928576073216507,0.0
1440,709.751598700881,0.0444444444444444,120,0.0,12654.850425306777,23.322049035223152,0.1913333333333331,0.0928576073216507,0.0
1560,665.330177590251,0.0444444444444444,120,0.0,12582.55789942493,23.30011531371916,0.1898749999999998,0.0892645517662633,0.0
1680,684.6232832074165,0.1015873015873016,120,0.0,12494.39346370268,22.327697874480894,0.1931041666666664,0.0892645517662633,0.0
1800,684.6232832074165,0.1015873015873016,120,0.0,12494.39346370268,22.327697874480894,0.1931041666666664,0.0892645517662633,0.0
1920,684.6232832074165,0.1015873015873016,120,0.0,12494.39346370268,22.327697874480894,0.1931041666666664,0.0892645517662633,0.0
2040,684.6232832074165,0.1015873015873016,120,0.0,12494.39346370268,22.327697874480894,0.1931041666666664,0.0892645517662633,0.0
2160,729.6150705516338,0.1015873015873016,120,0.0,12540.49827027891,22.35447735947974,0.1922916666666664,0.0856843930372502,0.0
2280,736.1843795478344,0.1015873015873016,120,0.0,12486.875047003916,22.394766405895204,0.1987916666666664,0.0856843930372502,0.0
2400,736.1843795478344,0.1015873015873016,120,0.0,12486.875047003916,22.394766405895204,0.1987916666666664,0.0856843930372502,0.0
2520,736.1843795478344,0.1015873015873016,120,0.0,12486.875047003916,22.394766405895204,0.1987916666666664,0.0856843930372502,0.0
2640,708.2612635791302,0.1015873015873016,120,0.0,12537.663440327744,23.26749255134782,0.1984166666666664,0.0821002660533413,0.0
2760,709.8605812489986,0.1015873015873016,120,0.0,12465.950176863758,23.406754869294875,0.1945416666666664,0.0821002660533413,0.0
2880,709.8605812489986,0.1015873015873016,120,0.0,12465.950176863758,23.406754869294875,0.1945416666666664,0.0821002660533413,0.0
3000,709.8605812489986,0.1015873015873016,120,0.0,12465.950176863758,23.406754869294875,0.1945416666666664,0.0821002660533413,0.0
3120,696.3756537139416,0.1015873015873016,120,0.0,12431.868387981054,23.36764108031508,0.1957499999999997,0.0785161390694324,0.0
3240,701.3697251975536,0.1015873015873016,120,0.0,12461.311759794871,23.38030168903889,0.1951041666666663,0.0785161390694324,0.0
3360,701.3697251975536,0.1015873015873016,120,0.0,12461.311759794871,23.38030168903889,0.1951041666666663,0.0785161390694324,0.0
3480,701.3697251975536,0.1015873015873016,120,0.0,12461.311759794871,23.38030168903889,0.1951041666666663,0.0785161390694324,0.0
3600,702.6398299634457,0.1015873015873016,120,0.0,12507.496498981733,23.35785909698501,0.195083333333333,0.0749320120855234,0.0
3720,666.3666462600231,0.1298701298701298,120,0.0,12406.77881330506,23.45374035124405,0.1949374999999996,0.0749320120855234,0.0
3840,666.3666462600231,0.1298701298701298,120,0.0,12406.77881330506,23.45374035124405,0.1949374999999996,0.0749320120855234,0.0
3960,666.3666462600231,0.1298701298701298,120,0.0,12406.77881330506,23.45374035124405,0.1949374999999996,0.0749320120855234,0.0
4080,666.3666462600231,0.1298701298701298,120,0.0,12406.77881330506,23.45374035124405,0.1949374999999996,0.0749320120855234,0.0
4200,701.7346130907536,0.1298701298701298,120,0.0,12362.899071215405,22.682360339415958,0.1928749999999997,0.0713573773450218,0.0
4320,714.0826047062874,0.1298701298701298,120,0.0,12439.620511584548,22.62001507543541,0.1933541666666664,0.0713573773450218,0.0
4440,714.0826047062874,0.1298701298701298,120,0.0,12439.620511584548,22.62001507543541,0.1933541666666664,0.0713573773450218,0.0
4560,714.0826047062874,0.1298701298701298,120,0.0,12439.620511584548,22.62001507543541,0.1933541666666664,0.0713573773450218,0.0
4680,728.9075784981251,0.1298701298701298,120,0.0,12391.928591814294,22.599187615955664,0.1933333333333331,0.0677776695530861,0.0
4800,721.0777113735676,0.1298701298701298,120,0.0,12362.103617000965,22.75612647399457,0.1957291666666664,0.0677776695530861,0.0
4920,721.0777113735676,0.1298701298701298,120,0.0,12362.103617000965,22.75612647399457,0.1957291666666664,0.0677776695530861,0.0
5040,721.0777113735676,0.1298701298701298,120,0.0,12362.103617000965,22.75612647399457,0.1957291666666664,0.0677776695530861,0.0
5160,629.3368894457817,0.1298701298701298,120,0.0,12599.945374536584,24.59670546698289,0.1956458333333331,0.0641979617611505,0.0
5280,582.4506433308125,0.1298701298701298,120,0.0,12291.536873725152,26.99161612859545,0.1973124999999997,0.0641979617611505,0.0
5400,582.4506433308125,0.1298701298701298,120,0.0,12291.536873725152,26.99161612859545,0.1973124999999997,0.0641979617611505,0.0
5520,582.4506433308125,0.1298701298701298,120,0.0,12291.536873725152,26.99161612859545,0.1973124999999997,0.0641979617611505,0.0
5640,680.154840528965,0.1298701298701298,120,0.0,12299.619360082272,25.04726096151135,0.1979791666666663,0.0606182539692148,0.0
5760,756.1835474967957,0.1298701298701298,120,0.0,12211.437744448134,23.891458095258773,0.2025208333333331,0.0606182539692148,0.0
5880,756.1835474967957,0.1298701298701298,120,0.0,12211.437744448134,23.891458095258773,0.2025208333333331,0.0606182539692148,0.0
6000,756.1835474967957,0.1298701298701298,120,0.0,12211.437744448134,23.891458095258773,0.2025208333333331,0.0606182539692148,0.0
