timesteps,episode_reward,episode_cost,episode_len,unsafe_rate,tps,latency,mask_ratio,lagrangian_lambda,constraint_violation,episode_seed,eligible_size_mean,eligible_size_std,trajectory_fingerprint,episode_repeat_ratio,recent_unique_trajectory_count,rolling_reward_mean,rolling_cost_mean,rolling_unsafe_mean,rolling_lambda_mean
1560,675.2443857192993,0.0307692307692307,120,0.0,11358.25619960123,24.7499151606824,0.2341666666666665,0.0892180042179999,0.0,54,13.066666666666666,2.651205176686425,19e8c4ccd68889817fb0d92d3f2b9bf0db6e01032b72dbcedd41daf5557eb727,0.0,13,369.8322822170332,0.0332654012654012,0.0,0.0946096919745556
1680,718.3286795020103,0.0888888888888888,120,0.0,11614.701491438413,25.15206147084004,0.2384791666666665,0.0892180042179999,0.0,55,12.566666666666666,2.253639032518048,ae994b6245e5d0e9fa539cf276373cf475cb598f276ec0a34eca2fdff313ce80,0.0,14,435.7176584692672,0.0385179265179265,0.0,0.0935314923963556
1800,621.0072190612555,0.1066666666666666,120,0.0,11761.891287871127,28.36575858645626,0.2672499999999998,0.0892180042179999,0.0,56,14.075,2.9273494837480607,adc61348ae72aab20246c173dc60d179861b113e43e76f4d86f0d7a6bdc3c218,0.0,15,461.5184602577239,0.0491845931845931,0.0,0.0928126497806632
1920,604.4071888029575,0.0,120,0.0,11084.75992640673,27.49976196154861,0.1934374999999998,0.0892180042179999,0.0,57,12.708333333333334,2.8647159060231835,7043e044d793fa7b8560f11d474de4eb648d7db001a315ff56fd63dae8f60609,0.0,16,501.9174282114953,0.0491845931845931,0.0,0.0920938071649707
2040,754.2708466053009,0.0,120,0.0,11244.687490818204,24.893165766761847,0.2245416666666665,0.0892180042179999,0.0,58,12.841666666666669,2.9523883928477668,ae01b294f1c64771f6bb548cd27f43290ca5b10f785721a7eb6fb11d94434877,0.0,17,536.6395670380443,0.0491845931845931,0.0,0.0913749645492783
2160,687.2985535860062,0.0,120,0.0,11414.886127251188,27.63033057543674,0.1837083333333334,0.0856256431073648,0.0,59,12.108333333333333,2.8513033082356523,11263965ff2e1280eb0fc266ea18d85627fce4c46b9e03b27984687caf3c3fbc,0.0,18,583.8924699112773,0.043030747030747,0.0,0.0902968858225224
2280,710.2432035207748,0.0533333333333333,120,0.0,11290.199560399333,25.99452910737113,0.2516249999999999,0.0856256431073648,0.0,60,13.675,2.7992930655196964,4cfe1190f54d73282781d17a6459ecb60e1e58d028e61585c4ddd6c86e103e76,0.0,19,596.0846655413509,0.0369355089355089,0.0,0.0895781202825624
2400,635.2060518041253,0.0799999999999999,120,0.0,11073.048714683704,27.278498457916765,0.2310833333333332,0.0856256431073648,0.0,61,13.383333333333333,2.4972762940629702,1b32d9b7e396398d2089d34b1f552a7ed0a190cdfbecb872574838523a2d942e,0.0,20,672.0275719456374,0.0449355089355089,0.0,0.0888593547426024
2520,712.1470792293549,0.0,120,0.0,11229.34032060851,27.02928996098153,0.2252291666666665,0.0856256431073648,0.0,62,13.475,2.7897505862233127,ca05b62dfb87a44ae4d573ae82996ffa1fa8e75ddb8dcf90bd19235fb1ef89fa,0.0,21,678.7589903883636,0.0396021756021755,0.0,0.0881405892026424
2640,730.8993735909462,0.0,120,0.0,12013.512470658769,24.19639721648742,0.2198333333333332,0.0820308514403877,0.0,63,12.583333333333334,2.4548704423836454,da23a5804c45c17339c7a14eb0820eeee6cacfd8691c8899f1a8196f043bf635,0.0,22,684.9052581422031,0.0359658119658119,0.0,0.0870623444959847
2760,620.3849063515663,0.0533333333333333,120,0.0,10618.501706645864,29.57893578543984,0.1869791666666666,0.0820308514403877,0.0,64,13.0,2.610874693788781,1208cc5e6176a9062bfbc9ce4db3db77d1ac060cd4276631f34925a84786faab,0.0,23,679.4193102054298,0.0382222222222222,0.0,0.0863436292182235
2880,738.2054241895676,0.0266666666666666,120,0.0,11002.669987837417,26.691077646620855,0.2032083333333333,0.0820308514403877,0.0,65,13.075,2.944380240390162,af46405820cdd84b8aed67afbe549006d3029598cec78b1a89a6b3b818be393a,0.0,24,681.4069846741855,0.0319999999999999,0.0,0.0856249139404622
3000,733.3897906541824,0.0533333333333333,120,0.0,12019.92803816768,24.81230601096803,0.2578124999999999,0.0820308514403877,0.0,66,14.0,3.0027764929589216,596e5a20a93c6701b7fe31b524c69ea5cf3bb6a3a33e244d1884fb1e73f832f6,0.0,25,692.6452418334782,0.0266666666666666,0.0,0.084906198662701
3120,537.0486212968826,0.0307692307692307,120,0.0,11397.036185007526,32.11796189637455,0.2254166666666667,0.0784372616964159,0.0,67,13.825,3.004614506610349,a4a8c6caa4b04016c594e3bcfa8a1f04e68f2402a59a5b4f38203f48487069c2,0.0,26,685.9093850828707,0.0297435897435897,0.0,0.0838281244105426
3240,645.9814958870411,0.0533333333333333,120,0.0,11266.765729687326,27.214195093540337,0.2785208333333333,0.0784372616964159,0.0,68,14.3,2.59358182185692,5ef8376927e77be618ff9484365ffd257d76257963c75a58fe6f2e88a5ef6f56,0.0,27,675.0804500110447,0.035076923076923,0.0,0.0827500501583842
3360,661.1659986972809,0.0,120,0.0,11293.735265967274,28.259752068761888,0.2388541666666666,0.0784372616964159,0.0,69,13.716666666666669,2.463680625045021,7fd99bb98d2004b007a5ec58391ce40e413518b07b6a5b18efebd3f2cde6ae67,0.0,28,672.4671945221722,0.035076923076923,0.0,0.0820312120172893
3480,706.5910467207432,0.0,120,0.0,11909.52180091504,25.720503643722207,0.2154374999999999,0.0784372616964159,0.0,70,12.916666666666666,2.53174292182722,da3e66732da7df9977f6bae549f459ae873b5f0153eeb4b94561c0cfcb2bfe57,0.0,29,672.101978842169,0.0297435897435897,0.0,0.0813123738761944
3600,648.6857088655233,0.0,120,0.0,11496.591400795316,28.530788406022182,0.2017291666666666,0.0748393450297997,0.0,71,13.316666666666666,2.452832829380935,55cb0ee522051595260f6783e45de6dce6c7064a8e30e5dc82adcb4c163a991e,0.0,30,673.4499445483088,0.0217435897435897,0.0,0.0802337440684379
3720,618.0310576558113,0.0363636363636363,120,0.0,11063.53608678055,29.82754307988925,0.2442083333333333,0.0748393450297997,0.0,72,13.575,2.965531149726808,30526418f910ace1f5df2c5339b55c44ac1ce55667c50fb39b85a8bd6d926a24,0.0,31,664.0383423909545,0.0253799533799533,0.0,0.0791551142606814
3840,656.3534017205238,0.0,120,0.0,11164.89620218199,27.63240629565509,0.2307708333333332,0.0748393450297997,0.0,73,12.925,2.453441460479538,128b2a735f1c00de2936df76064c92d846d85b9e5152d2eef91dd71c6791b463,0.0,32,656.5837452039123,0.0253799533799533,0.0,0.0784359636196226
3960,688.4957011938095,0.0571428571428571,120,0.0,11464.120951808967,26.981279701606272,0.2400208333333332,0.0748393450297997,0.0,74,13.308333333333334,2.8337132098283258,162c0787b6d64c103027b2afe067327f48023a666c714b633dd85c9fa6cb8cb6,0.0,33,663.3948246881366,0.0257609057609057,0.0,0.0777168129785638
4080,625.9190523922443,0.0615384615384615,120,0.0,11528.249128493078,29.65971512069341,0.2254583333333333,0.0748393450297997,0.0,75,13.108333333333333,2.8307709001063475,30dc95936383a8eff8b33a4ae231ec8d1e5da0a3511b50d3803ba1c12de3a8ea,0.0,34,652.1661875084043,0.0292480852480852,0.0,0.076997662337505
4200,655.6913030743599,0.063030303030303,120,0.0,11409.35783092696,26.669187482958264,0.2633541666666665,0.0712478635940817,0.0,76,13.8,2.5219040425836954,ea830ad9cede166b0ce1243c24008be2b6d976f6223a48a50389ee64b41d5d51,0.0,35,644.396338750422,0.0302177822177822,0.0,0.0759193635528744
4320,743.6840929985046,0.0,120,0.0,11329.021664277849,25.51596342902766,0.2994375,0.0712478635940817,0.0,77,14.525,2.572166726063196,1c334c1602088d4e09a6f962fd73f010bb1aa38d37c635699e07b1ad64df6857,0.0,36,665.0598859205842,0.0271408591408591,0.0,0.0752004237426409
4440,773.0271972715855,0.0,120,0.0,11660.521230618268,24.483325835606177,0.2371041666666666,0.0712478635940817,0.0,78,12.641666666666667,2.3409251494987005,4bde434ce6d42212532c0f8437e1991c7e9a1d7a799811cfc2e5f8c72a5b4177,0.0,37,677.7644560590386,0.0218075258075258,0.0,0.0744814839324075
4560,743.834294423461,0.0888888888888888,120,0.0,11257.635848190776,24.901984011968068,0.2688541666666667,0.0712478635940817,0.0,79,14.075,2.3564185395072235,8522ba9365456e15b8e5d17e6948caf416e01e0a351eb12513b21c70da367f68,0.0,38,686.0312856316566,0.0306964146964147,0.0,0.0737625441221741
4680,639.7110576629639,0.0,120,0.0,11865.456577111518,28.798770051070598,0.20875,0.067651335816388,0.0,80,12.716666666666669,2.693149746218276,ff350a56f1095170594660a2c89a97020dc27c36a5e925b7ea3ccd386ffdf38b,0.0,39,679.3432867258787,0.0306964146964147,0.0,0.0726839515341713
4800,727.371562063694,0.0799999999999999,120,0.0,11497.634103536237,24.224455275080167,0.2211249999999998,0.067651335816388,0.0,81,13.191666666666666,2.896249970028295,ab58ff19311e5f73e5ec7f1daa0a622e343233e418bda609a7bad928d9b9c8d7,0.0,40,687.2118720456958,0.0386964146964147,0.0,0.0719651506128301
4920,750.2582149505615,0.0,120,0.0,11404.562388343917,25.929476836112062,0.2526666666666666,0.067651335816388,0.0,82,13.816666666666666,2.4765006673844363,1dc06266449be5e2e62cebd2c783c50ac34511a611ffa8a10288604ec0ac2b2b,0.0,41,700.4345877751708,0.035060051060051,0.0,0.071246349691489
5040,694.319521188736,0.0,120,0.0,11071.416586000112,26.757004169927004,0.2261458333333332,0.067651335816388,0.0,83,13.066666666666666,2.8187861847886864,3b28d4db06d62768a9bbfca317f2318fc7831e0e9b53fbd0eb101648357e8660,0.0,42,704.231199721992,0.035060051060051,0.0,0.0705275487701478
5160,701.3210550546646,0.0,120,0.0,12436.639100989029,26.05400218294117,0.2981666666666667,0.0640544608163181,0.0,84,14.291666666666666,2.802962222760456,bf6afb4bd71893d9f25669e0b4ccf3204b59ca0bf25f681655c92296e20b5216,0.0,43,705.5137351080775,0.0293457653457653,0.0,0.0694490603487996
5280,729.8321759700775,0.0,120,0.0,10727.78360975019,25.928190516137413,0.2561041666666666,0.0640544608163181,0.0,85,13.891666666666667,2.7501388853817645,03946647aeeb9b6a56dcb611e68e5b87eac59ae996fa312416d861ca78e9e46d,0.0,44,715.9050474658609,0.0231919191919191,0.0,0.0683705719274515
5400,756.6684522628784,0.0727272727272727,120,0.0,11630.392331930943,24.02952228819029,0.2432916666666666,0.0640544608163181,0.0,86,13.408333333333331,3.061850838227681,8c3ba654b864122d89c2c97eaa577d0df7c9539ac1191d694d5baf111b542a50,0.0,45,726.0027623847127,0.0241616161616161,0.0,0.0676512316496751
5520,699.522001683712,0.0307692307692307,120,0.0,11784.761725615654,26.083043623546438,0.1933124999999999,0.0640544608163181,0.0,87,12.233333333333333,2.193677784503055,935e5f896e984d5ac4f2fe82f70296a83366dfb3d883d8fd9b60834d79bd10ea,0.0,46,721.5865532532334,0.0272385392385392,0.0,0.0669318913718988
5640,753.0899246931076,0.0727272727272727,120,0.0,11322.997631950844,24.5760040398948,0.2621041666666666,0.0604613445573253,0.0,88,13.758333333333333,2.3273584215204663,e62713e2197e6bba45772241dac82429c28ac2056120ca9d071fec5e6e0fbd1d,0.0,47,719.5928259953856,0.0345112665112665,0.0,0.0658532394682231
5760,693.1522818952799,0.0727272727272727,120,0.0,10925.441381958612,26.47871992536818,0.2456666666666666,0.0604613445573253,0.0,89,13.308333333333334,2.737991457660559,6a220c854cabf870f0fbe7dbe637240d9e39b10755d10ae1c035098268cb9773,0.0,48,714.5246247425675,0.0328951048951048,0.0,0.0647745875645475
5880,712.523455798626,0.0444444444444444,120,0.0,10596.2318911067,26.099858993816483,0.2192499999999999,0.0604613445573253,0.0,90,13.033333333333331,2.765662468358875,eda248edd2a2b1b9ec2e4f0e2a3b4e7eb32accb7cb043336d473cf75388c831b,0.0,49,721.8058645561338,0.0373395493395493,0.0,0.0640555884386412
6000,638.8820152282715,0.0307692307692307,120,0.0,11239.615098399305,26.80683094595022,0.2230416666666666,0.0604613445573253,0.0,91,13.075,2.7238529696002374,0c96d70c7b16220b3a69c7ff0e857b3843bc1a31ef99926cdd76f0c61fca2589,0.0,50,712.9569098725915,0.0324164724164724,0.0,0.0633365893127349
6120,708.4123553335667,0.0266666666666666,120,0.0,11411.446282594332,25.614949046343195,0.1907916666666666,0.0604613445573253,0.0,92,12.708333333333334,2.540983514748222,8e58c122846b7a025663768bfdc2ed6f6c07488f675fce5dea5e590b8d3faff3,0.0,50,708.772323910892,0.035083139083139,0.0,0.0626175901868287
6240,713.6420004665852,0.0,120,0.0,11934.761881902532,24.630501358465683,0.2852083333333333,0.0568681651674676,0.0,93,13.875,2.603083107906211,e5afb6a5c17511b86a94eddb0ffa443eaafd7c44be9554d0b505190797578f16,0.0,50,710.7045718386769,0.035083139083139,0.0,0.0615392731219366
6360,729.6457269340754,0.0,120,0.0,10709.732434829431,25.615357724864868,0.2495000000000001,0.0568681651674676,0.0,94,13.25,2.870104527713235,946074982a1963f8d06dfade1823986bc01246b75cd42655d0c819837a8b4b0a,0.0,50,713.537039026618,0.035083139083139,0.0,0.0608206435570516
6480,729.614238679409,0.1015873015873016,120,0.0,11077.24608242159,25.4824625966516,0.2246041666666665,0.0568681651674676,0.0,95,13.675,2.78436856995142,64746b8b79d7edfe895bb11e620bc7fa0f897d11d8e6cf262e295237f388557f,0.0,50,713.5152452975511,0.0452418692418692,0.0,0.0601020139921665
6600,698.1748214960098,0.0,120,0.0,11101.507871225684,26.3418282145244,0.2700833333333334,0.0568681651674676,0.0,96,13.658333333333331,2.410034001604311,c26e36ef83c38f36c882a7aab8ff6b4284744603b100a510e7a16e1ac8e53b62,0.0,50,707.6658822208643,0.0379691419691419,0.0,0.0593833844272815
6720,698.6060755252838,0.0,120,0.0,11104.767454021783,27.655813955897354,0.2161666666666667,0.0532721334214904,0.0,97,13.066666666666666,2.7469174642780136,fcf18baaf71570e899cea86b73269209287385524a7976711dd182c638e2e12b,0.0,50,707.5742896050215,0.0348922188922189,0.0,0.0583051516877987
6840,719.5457348823547,0.0444444444444444,120,0.0,11542.458271440157,25.323789584818982,0.2464583333333332,0.0532721334214904,0.0,98,13.108333333333333,2.6356398126872795,b058a6b555a3670765cf2de4af2ebd9e957a179ce93998929a7484198bbbb1d8,0.0,50,704.2198706239462,0.032063936063936,0.0,0.0575862305742152
6960,661.6239927262068,0.0266666666666666,120,0.0,11690.885367915464,27.47155139619389,0.2428124999999998,0.0532721334214904,0.0,99,13.158333333333331,3.0659306181901047,696044181fb1624ca43a9e45e8a7f9b44492ff9c00709bbfacc242bf3325d3a3,0.0,50,701.0670417070389,0.0274578754578754,0.0,0.0568673094606317
7080,709.7986184954643,0.0,120,0.0,11282.50343990354,26.65871480998134,0.2669791666666665,0.0532721334214904,0.0,100,13.983333333333333,3.076749728022885,820478dc1f872a98ce38c42918acc9430fc512a83d1207602d67ddf57b32c629,0.0,50,700.7945579767227,0.023013431013431,0.0,0.0561483883470482
7200,714.0812326073647,0.0363636363636363,120,0.0,11647.804554831224,25.062105297080745,0.3127708333333334,0.0496763316536904,0.0,101,14.641666666666667,2.670192980957653,e72480b892c5d0dd47ee354249909794234442fa4b586be0c9815dc5ce107281,0.0,50,708.3144797146321,0.0235728715728715,0.0,0.0550698870566848
7320,724.7260239124298,0.0363636363636363,120,0.0,11069.486424506524,26.327169369178783,0.2451041666666665,0.0496763316536904,0.0,102,12.875,2.4683412108809675,1b426290d841ddeaaf8e66fdf91e18bd1bfab3d575982afde5d13316128c59e6,0.0,50,709.9458465725183,0.0245425685425685,0.0,0.0539913857663213
7440,738.1368088722229,0.0615384615384615,120,0.0,11019.012945293563,25.4931959387524,0.1931458333333333,0.0496763316536904,0.0,103,12.533333333333331,2.906697247545552,473b59dcea1c42487ebee5e1601e20e03456523dc3410c7ad57a2a00a9badefc,0.0,50,712.3953274130821,0.0306964146964147,0.0,0.0532722024149436
7560,679.1985030174255,0.0533333333333333,120,0.0,11223.422132736614,28.09598915715721,0.2624791666666665,0.0496763316536904,0.0,104,14.05,3.0709661888945163,a066c6de000fcff1cf4f676890c19aac487306e58961ff8127104b0b70f7607a,0.0,50,707.3506050214171,0.036029748029748,0.0,0.0525530190635658
7680,729.1175622940063,0.0,120,0.0,11626.45514993845,24.89601919271596,0.2489791666666666,0.0496763316536904,0.0,105,12.925,2.398480421711488,ad6f728478fa0fee117c41ec792f21aa5956b424224cb879269377edff7ec486,0.0,50,707.3009373828769,0.0258710178710178,0.0,0.0518338357121881
7800,627.6677105128765,0.0,120,0.0,10877.652481556986,29.92543161577365,0.2728541666666665,0.0460822392877307,0.0,106,14.141666666666667,2.460676849071314,2868dc3d2f1218827ae1ecb94aa21da7bbf68ca79b89c9b8f5414738026374b0,0.0,50,700.2502262845635,0.0258710178710178,0.0,0.0507552431242144
7920,584.943438410759,0.0882051282051281,120,0.0,10907.075827858269,31.863468711329624,0.2886666666666666,0.0460822392877307,0.0,107,14.566666666666666,2.789065952767862,5c59ad0eb7fb9063794859bee4e1e0581e07d1a8095c9d55930f30d7dbe6a89a,0.0,50,688.883962573111,0.0346915306915306,0.0,0.0500362537108384
8040,728.7475855350494,0.0727272727272727,120,0.0,11067.735378526684,26.313056198235586,0.1930208333333331,0.0460822392877307,0.0,108,12.95,2.9884499884276696,40d410f10fd86573539105171b21ebddbbc64d002ea11a0f6e651f996f76247d,0.0,50,689.8041476383805,0.0375198135198135,0.0,0.0493172642974625
8160,687.2145158052444,0.0,120,0.0,11271.633499466428,26.150884108176243,0.3147499999999998,0.0460822392877307,0.0,109,14.558333333333334,2.6102229576970783,bff92f4c24088415a4edde61a817e96b28b8889b50831664c721af60b4ce823e,0.0,50,692.3631999462843,0.0348531468531468,0.0,0.0485982748840865
8280,700.2700251638889,0.0,120,0.0,10578.653076893068,27.084259186892275,0.2658958333333333,0.0424885257092886,0.0,110,14.35,2.502165728590605,dd740944b3a18b5e16e715ea0fb6880f9562389673c4501114cdea846f36b145,0.0,50,691.4103406131268,0.0348531468531468,0.0,0.0475199141128663
8400,732.2173342704773,0.0,120,0.0,11647.189888897065,25.6367735494486,0.2446666666666666,0.0424885257092886,0.0,111,13.25,2.210769096943412,c9cd6918730b426a399ac3e885bfd8d5973c024be5452a6a841d9ec35262055d,0.0,50,693.223950779438,0.0312167832167832,0.0,0.0468011335184262
8520,728.68505859375,0.0307692307692307,120,0.0,11528.336102263074,25.29584264205169,0.2194791666666667,0.0424885257092886,0.0,112,12.8,2.603203155089253,f3926e8197289ca1e610f0cf04d5c6e936bd379410728e4b690d645b6752865b,0.0,50,693.6198542475701,0.0306573426573426,0.0,0.046082352923986
8640,689.1639090627432,0.0533333333333333,120,0.0,11287.364957018235,26.10166108599885,0.2209374999999999,0.0424885257092886,0.0,113,13.441666666666666,3.4539731550137382,cf50a1631a2548466950ad4d9c6f0d2c41986c9085234c6e40957473b1a17908,0.0,50,688.722564266622,0.0298368298368298,0.0,0.0453635723295458
8760,740.484611004591,0.0307692307692307,120,0.0,11320.506689048803,24.83720927899593,0.2131874999999999,0.038893012888683,0.0,114,12.983333333333333,2.9495291526313565,f54efd062022947a9702983550dab89c7a25679ee2347d10c37d746fa1f5e21b,0.0,50,694.8511750653386,0.0275804195804195,0.0,0.0442852404530451
8880,719.4955639243126,0.0,120,0.0,10799.169937361734,25.65020752491665,0.1965,0.038893012888683,0.0,115,12.816666666666666,2.5883821630938155,dcf7a05eeb3fb51a1c08c5dfa0b465c94ee6a65ad435a0b5d1e8c7156b04143b,0.0,50,693.8889752283692,0.0275804195804195,0.0,0.0432069085765443
9000,695.9331003427505,0.105982905982906,120,0.0,11086.245654692792,26.089889057956547,0.2464583333333333,0.038893012888683,0.0,116,13.583333333333334,3.182198750689351,e5b98992a984d18ef02748f9bc2f2b1f086184ae8ddf1efb7af38e4bd18984e3,0.0,50,700.7155142113567,0.0381787101787101,0.0,0.0424879859366396
9120,674.1828271746635,0.0266666666666666,120,0.0,11164.310957114732,27.912600481265127,0.2272916666666666,0.038893012888683,0.0,117,13.191666666666666,2.332008552490516,a72b808494db7fbd6a436a030f6411ea727330b336248cd13648978d36b861ee,0.0,50,709.6394530877471,0.032024864024864,0.0,0.0417690632967348
9240,565.9844794049859,0.0363636363636363,120,0.0,12077.599192674688,28.02627691284068,0.2691666666666667,0.0352996149668935,0.0,118,13.766666666666667,2.9003831164558584,4bcdab954de297e509023916916baccdfe28d4281e66337ab659ba4daffd0545,0.0,50,693.3631424747407,0.0283885003885003,0.0,0.0406908008646511
9360,728.5403572320938,0.0993939393939393,120,0.0,11125.073641468516,25.9216728703252,0.2240416666666665,0.0352996149668935,0.0,119,12.666666666666666,2.454021642574132,63fa9f7cf2c508a6b4ffbc14cb84c9eeca73ea92286423e88bd4ecfd8ec7b8e2,0.0,50,697.4957266174257,0.0383278943278943,0.0,0.0396125384325673
9480,663.4873743653297,0.0266666666666666,120,0.0,12050.673375667986,26.312482964276075,0.2892916666666666,0.0352996149668935,0.0,120,13.683333333333334,2.753734837553454,c74e98e102457ed49a4f66fced5f3be0eebed159557c134b075ee93a91683ee1,0.0,50,693.8174615375698,0.0409945609945609,0.0,0.0388936473583278
9600,702.0704742670059,0.0444444444444444,120,0.0,11671.897055354892,26.642007577579804,0.2879374999999998,0.0352996149668935,0.0,121,13.166666666666666,2.56688310775713,3f4f44f555f767fad2d5d750fee6facbf69d1c05441dd72218ebf04aae5c3aec,0.0,50,690.8027755372226,0.0454390054390054,0.0,0.0381747562840883
9720,691.2707055807114,0.0571428571428571,120,0.0,11572.572602208482,25.323563394240857,0.2986458333333334,0.0352996149668935,0.0,122,13.775,2.65663477605284,982d5ab196dccd1db7d280b74085b8d31569f57efac7c49fed242c174f372245,0.0,50,687.0613402359188,0.048076368076368,0.0,0.0374558652098488
9840,695.2001069188118,0.0363636363636363,120,0.0,11292.736245180708,26.262402159737363,0.2595208333333331,0.0317099279185291,0.0,123,13.566666666666666,2.9544693074880453,d47d55e0d75efc91829538e414098dd0e4c853e1196b4aaa18b40225eb193873,0.0,50,687.6649600215256,0.0463793983793983,0.0,0.0363780054307728
9960,702.7452671527863,0.0,120,0.0,11043.19801709936,26.178809755237285,0.2632291666666664,0.0317099279185291,0.0,124,13.875,2.5052029192595677,30a26e0ed060c11882fa4c405a7498b9e6384160607aadb7eaa9e53ce4f393d3,0.0,50,683.8910256363451,0.0433024753024753,0.0,0.0356596969337575
10080,684.8258419632912,0.0,120,0.0,11033.250418053423,26.723136527168556,0.2815208333333333,0.0317099279185291,0.0,125,13.891666666666667,2.264935000293721,176b41766f3ad951bb619c3a0e5ca3c81b9a4937a75f6b06169335872847f4b6,0.0,50,680.424053440243,0.0433024753024753,0.0,0.0349413884367421
10200,758.0619492530823,0.0307692307692307,120,0.0,11093.16104238713,24.87414169102978,0.2143541666666665,0.0317099279185291,0.0,126,12.958333333333334,2.4131439842845834,d54da6ade472da84b74bdadf162afc062f43e1063cb3b2695e9a3ed30d1b3e91,0.0,50,686.6369383312762,0.0357811077811077,0.0,0.0342230799397267
10320,733.1893498301506,0.0,120,0.0,11382.831391368378,24.80302195470093,0.2391666666666666,0.0281111298416071,0.0,127,13.033333333333331,2.4997777679003588,1e927f06edc7b9f6bfbac38b3e55bc40ea84c70dd5a7cfad4c2d4b44102ee290,0.0,50,692.5375905968249,0.0331144411144411,0.0,0.0331448916350191
10440,691.389244183898,0.0363636363636363,120,0.0,11412.628108412651,25.602959136198976,0.2842083333333334,0.0281111298416071,0.0,128,14.091666666666669,3.796919438468801,fb53aa6ba67643bde79e446cc57de6e34494686fa23baf67db3702775f6dd9f1,0.0,50,705.078067074716,0.0331144411144411,0.0,0.0324260431224905
