episode,stage_index,stage_name,scenario_name,episode_reward,episode_cost,unsafe_rate,timeout_rate,structural_infeasible_rate,committee_mean_trust_mean,eligible_size_mean,tps,latency,lagrangian_lambda,epsilon
89,1,stage1,normal,362.1522410409084,26.579999999999995,0.15,0.4083333333333333,0.15,0.8058263058463733,12.516666666666667,2223.7382814737057,61.58014046609246,0.0,0.9145
90,1,stage1,normal,419.8186577978776,6.720000000000005,0.0,0.4666666666666667,0.0,0.9471380432446798,15.15,2416.0588688288212,74.37057162848129,0.0,0.91355
91,1,stage1,load_shock,-84.00450551866592,5.760000000000004,0.0,0.4,0.0,0.9531168187657992,17.758333333333333,1387.5557251204878,107.70629251219262,0.0,0.9126
92,1,stage1,normal,456.3018927591609,8.640000000000002,0.0,0.6,0.0,0.9532077560822169,16.958333333333332,2311.9773995178753,74.27022883495441,0.0,0.91165
93,1,stage1,normal,420.7094980665379,8.760000000000002,0.0,0.6083333333333333,0.0,0.9498088498910268,18.5,2152.637435365561,78.40751833520518,0.0,0.9107000000000001
94,1,stage1,normal,456.6300483983518,6.960000000000005,0.0,0.48333333333333334,0.0,0.9505711361765862,16.066666666666666,2441.7313365823065,72.32431302609402,0.0,0.9097500000000001
95,1,stage1,load_shock,-45.83109193150485,5.400000000000004,0.0,0.375,0.0,0.9527538239955902,14.033333333333333,1552.3944948523165,98.63583018776906,0.0,0.9088
96,1,stage1,normal,457.9505065227864,7.800000000000006,0.0,0.5416666666666666,0.0,0.9527526587247849,16.466666666666665,2461.9936354142965,71.98158580976633,0.0,0.90785
97,1,stage1,normal,450.35986507113745,7.920000000000006,0.0,0.55,0.0,0.951225130756696,16.55,2470.5476499881934,71.87253189755538,0.0,0.9069
98,1,stage1,normal,460.8619407313847,5.520000000000004,0.0,0.38333333333333336,0.0,0.9517395133773486,15.7,2419.3251893007982,73.12167065423816,0.0,0.90595
99,1,stage1,malicious_burst,412.41054403576123,17.500000000000004,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.8594378665089607,12.308333333333334,2478.6670550412387,62.97030974957115,0.0,0.905
100,1,stage1,churn_burst,247.5613624808092,39.03465184450146,0.225,0.45,0.09166666666666666,0.7453991045554479,11.566666666666666,1903.3615252265047,73.50629011087412,0.0,0.90405
101,1,stage1,load_shock,-79.50660099355267,6.000000000000004,0.0,0.4166666666666667,0.0,0.9522419889767965,16.675,1431.3055710060273,107.68886450022174,0.0,0.9031
102,1,stage1,normal,363.4983048341321,8.400000000000004,0.0,0.5833333333333334,0.0,0.9430950755874316,19.883333333333333,1955.4260076578998,84.52941530966892,0.0,0.90215
103,1,stage1,malicious_burst,473.64216747144746,5.880000000000004,0.0,0.4083333333333333,0.0,0.9540122752388318,14.666666666666666,2487.9188943601393,71.74100275912194,0.0,0.9012
104,1,stage1,high_rtt_burst,236.5598523341016,10.079999999999993,0.0,0.7,0.0,0.939437476793925,16.316666666666666,1486.1226449303863,133.91820858386077,0.0,0.90025
105,1,stage1,load_shock,-58.79124066888838,5.160000000000004,0.0,0.35833333333333334,0.0,0.9528908650080363,13.766666666666667,1561.0653744842134,97.35493286957222,0.0,0.8993
106,1,stage1,normal,371.74546437610553,9.599999999999996,0.0,0.6666666666666666,0.0,0.942130233347416,19.041666666666668,2057.540468702837,81.49078259599406,0.0,0.89835
107,1,stage1,normal,441.0575335053286,9.12,0.0,0.6333333333333333,0.0,0.9506603966156641,17.266666666666666,2352.6660467014835,74.07648947916756,0.0,0.8974
108,1,stage1,normal,400.6888900702215,8.640000000000002,0.0,0.6,0.0,0.9472542102138202,19.558333333333334,2126.296185344837,79.93889046959855,0.0,0.89645
109,1,stage1,churn_burst,172.64488819328423,48.35758250594136,0.30833333333333335,0.35,0.18333333333333332,0.6768107255299886,10.775,1818.371977600507,64.20755919451075,0.0,0.8955
110,1,stage1,normal,409.2574238666951,8.88,0.0,0.6166666666666667,0.0,0.9476892128586769,18.183333333333334,2194.99800822605,78.34827367131236,0.0,0.89455
111,1,stage1,normal,441.8667937475603,7.080000000000005,0.0,0.49166666666666664,0.0,0.9498749027649561,16.691666666666666,2446.7169160697667,71.4042105531885,0.0,0.8936
112,1,stage1,normal,453.65986750992613,7.440000000000006,0.0,0.5166666666666667,0.0,0.9498195166389147,16.4,2460.570374416534,70.40794234000457,0.0,0.8926499999999999
113,1,stage1,load_shock,-83.70550882694462,7.680000000000006,0.0,0.5333333333333333,0.0,0.952260694404443,17.708333333333332,1375.547011471649,109.15502577027952,0.0,0.8917
114,1,stage1,normal,466.68124690208043,6.240000000000005,0.0,0.43333333333333335,0.0,0.9523666168252627,16.058333333333334,2552.481176222433,71.13258537267077,0.0,0.89075
115,1,stage1,churn_burst,113.91715136753689,63.276939430236766,0.4166666666666667,0.35,0.3,0.596019018193086,9.875,1652.2693709901137,56.314438788069,0.0,0.8898
116,1,stage1,high_rtt_burst,263.94408140688535,10.079999999999993,0.0,0.7,0.0,0.9381990099946658,16.766666666666666,1586.5853349885704,122.72686247646665,0.0,0.88885
117,1,stage1,load_shock,-71.73067108521073,7.320000000000006,0.0,0.5083333333333333,0.0,0.9530154079198837,16.791666666666668,1460.8444326273084,105.06493987364424,0.0,0.8879
118,1,stage1,normal,458.52174161009486,7.080000000000005,0.0,0.49166666666666664,0.0,0.9480837414662043,13.825,2674.2252190736026,67.00563618889649,0.0,0.88695
119,1,stage1,load_shock,-72.87624051537946,6.840000000000005,0.0,0.475,0.0,0.9538836518923441,15.525,1484.8083446988162,103.00900993830109,0.0,0.886
120,1,stage1,load_shock,-152.03867792858188,28.089999999999993,0.15833333333333333,0.43333333333333335,0.15833333333333333,0.7993952661752701,13.0,1372.9331069878938,82.24023185872618,0.0,0.88505
121,1,stage1,load_shock,-81.26489056350759,7.680000000000006,0.0,0.5333333333333333,0.0,0.9537500535448392,17.741666666666667,1406.6210544896196,108.60367770862118,0.0,0.8841
122,1,stage1,normal,401.83322182290414,22.89,0.125,0.39166666666666666,0.125,0.8341430460413297,12.525,1998.252508038439,69.70750716486877,0.0,0.88315
123,1,stage1,normal,397.47423094944065,8.040000000000006,0.0,0.5583333333333333,0.0,0.9471907754739125,19.25,2212.2185272516967,77.73374382369035,0.0,0.8822
124,1,stage1,normal,492.3168086643826,5.880000000000004,0.0,0.4083333333333333,0.0,0.9583766728639602,12.766666666666667,2112.264906930258,79.32440152971404,0.0,0.88125
125,1,stage1,normal,366.0106427046837,19.080000000000002,0.1,0.36666666666666664,0.1,0.8471179773410161,13.7,2257.8591842142055,65.82481797233149,0.0,0.8803
126,1,stage1,normal,446.4738484181353,7.320000000000006,0.0,0.5083333333333333,0.0,0.950271122654279,16.125,2469.7991446656843,72.30690386577959,0.0,0.87935
127,1,stage1,normal,441.81664274460354,6.600000000000005,0.0,0.4583333333333333,0.0,0.9469689726829529,15.191666666666666,2568.8459045822465,70.29790439895187,0.0,0.8784
128,1,stage1,normal,452.0125635494908,6.840000000000005,0.0,0.475,0.0,0.9498505701621374,16.65,2538.02747052305,69.50155937512355,0.0,0.8774500000000001
129,1,stage1,load_shock,-91.24408899599754,7.920000000000006,0.0,0.55,0.0,0.9519288991888364,16.283333333333335,1442.9816514837828,104.13499044372442,0.0,0.8765000000000001
130,1,stage1,normal,437.49307663131697,7.080000000000005,0.0,0.49166666666666664,0.0,0.9502233202258746,17.358333333333334,2299.9082331853647,75.837864345566,0.0,0.87555
131,1,stage1,churn_burst,130.79880014483575,47.2787624776363,0.2833333333333333,0.5,0.15833333333333333,0.6958376660943031,12.15,1636.6301476243068,74.41320773967591,0.0,0.8746
132,1,stage1,load_shock,-69.95725170068364,7.080000000000005,0.0,0.49166666666666664,0.0,0.9533214256167412,16.225,1489.2992064078994,103.55265177866083,0.0,0.87365
133,1,stage1,normal,459.5337859168459,6.840000000000005,0.0,0.475,0.0,0.9495297655463218,15.008333333333333,2568.44460557599,68.57685000394922,0.0,0.8727
134,1,stage1,load_shock,-61.72815116298239,5.280000000000004,0.0,0.36666666666666664,0.0,0.9503928268949191,14.191666666666666,1560.1068450356315,97.97248624421943,0.0,0.87175
135,1,stage1,normal,436.10985173536915,7.2000000000000055,0.0,0.5,0.0,0.9484087387720744,16.066666666666666,2433.6097683839594,71.81655246160132,0.0,0.8708
136,1,stage1,malicious_burst,469.5202231948499,6.360000000000005,0.0,0.44166666666666665,0.0,0.9531934758027395,15.283333333333333,2578.4851476533418,70.46487279707245,0.0,0.86985
137,1,stage1,normal,478.1973903289424,7.560000000000006,0.0,0.525,0.0,0.9538345659772555,15.191666666666666,2422.524558445431,72.78280697425791,0.0,0.8689
138,1,stage1,high_rtt_burst,238.944817180938,11.279999999999985,0.0,0.7833333333333333,0.0,0.9390639985601107,18.183333333333334,1478.3458053518664,136.1918933606995,0.0,0.86795
139,1,stage1,normal,410.83242352677206,8.280000000000005,0.0,0.575,0.0,0.9462924137711525,16.925,2277.187266146521,76.29657301258173,0.0,0.867
140,1,stage1,normal,478.0524933422062,5.520000000000004,0.0,0.38333333333333336,0.0,0.9523742198944092,14.133333333333333,2394.4710134425113,73.99589041769117,0.0,0.86605
141,1,stage1,normal,406.54293414557145,7.680000000000006,0.0,0.5333333333333333,0.0,0.9471143911282222,17.508333333333333,2159.34008296994,80.63895834619932,0.0,0.8651
142,1,stage1,churn_burst,-17.455313356784437,56.80720614314075,0.36666666666666664,0.3416666666666667,0.3416666666666667,0.5689522450168928,9.975,1290.7759496678632,61.86551237177966,0.0,0.86415
143,1,stage1,load_shock,-71.33767665523287,7.320000000000006,0.0,0.5083333333333333,0.0,0.9533806815743446,16.383333333333333,1503.5927684599912,101.36095682150183,0.0,0.8632
144,1,stage1,normal,460.2092455469681,6.600000000000005,0.0,0.4583333333333333,0.0,0.9516067147254944,14.291666666666666,2600.751428155092,69.05346068032698,0.0,0.86225
145,1,stage1,normal,449.8747131204744,8.040000000000006,0.0,0.5583333333333333,0.0,0.95336677779754,18.566666666666666,2268.2137020061296,75.7033132113864,0.0,0.8613
146,1,stage1,normal,423.2064971276461,8.040000000000006,0.0,0.5583333333333333,0.0,0.9471264630556107,15.975,2356.703570887687,73.62345194031043,0.0,0.86035
147,1,stage1,normal,421.52481686365314,7.800000000000006,0.0,0.5416666666666666,0.0,0.9468731949726741,17.975,2365.156696741797,75.1543187181647,0.0,0.8594
148,1,stage1,normal,461.14861642758166,6.480000000000005,0.0,0.45,0.0,0.9503659571210543,15.341666666666667,2527.629996200929,71.11625192778503,0.0,0.85845
149,1,stage1,normal,435.39296930275566,8.160000000000005,0.0,0.5666666666666667,0.0,0.9453625286618869,15.983333333333333,2544.7025760646525,71.24401839083814,0.0,0.8575
150,1,stage1,high_rtt_burst,248.7279391215696,10.319999999999991,0.0,0.7166666666666667,0.0,0.9357841645677885,14.525,1587.695604903624,116.02938717450888,0.0,0.85655
151,1,stage1,churn_burst,212.01156343602207,38.785614171028115,0.24166666666666667,0.30833333333333335,0.175,0.6973475225269794,10.45,1863.860141552058,65.21777375518562,0.0,0.8556
152,1,stage1,normal,486.410563732056,7.2000000000000055,0.0,0.5,0.0,0.9540208627780279,12.6,2503.4988950341603,71.37476719934331,0.0,0.85465
153,1,stage1,load_shock,-60.654653165283435,4.800000000000003,0.0,0.3333333333333333,0.0,0.9498625785112381,12.783333333333333,1557.3787483562044,97.66756803046202,0.0,0.8537
154,1,stage1,normal,418.84123532170514,8.400000000000004,0.0,0.5833333333333334,0.0,0.9491166964173317,17.633333333333333,2230.551536063513,77.62993198603581,0.0,0.85275
155,1,stage1,load_shock,-94.32227174275971,6.960000000000005,0.0,0.48333333333333334,0.0,0.9519591147700945,16.033333333333335,1401.935503699048,108.28498090576373,0.0,0.8518
156,1,stage1,normal,443.3526224410794,9.12,0.0,0.6333333333333333,0.0,0.9515305767456691,17.75,2342.5827357742323,73.54548560722141,0.0,0.85085
157,1,stage1,load_shock,-89.78621708708015,8.760000000000002,0.0,0.6083333333333333,0.0,0.950189596414566,17.775,1391.5406495883187,109.43879656412477,0.0,0.8499
158,1,stage1,load_shock,-52.03610425026581,6.360000000000005,0.0,0.44166666666666665,0.0,0.950211463868618,12.833333333333334,1621.9088045729989,96.77178599595885,0.0,0.84895
159,1,stage1,high_rtt_burst,259.8947844391663,9.839999999999995,0.0,0.6833333333333333,0.0,0.918990695476532,13.241666666666667,1651.732754057892,116.88217218577542,0.0,0.848
