action,count,ratio
0.333333|0.50|512|40,250,0.0026041666666666665
0.259259|0.45|512|60,250,0.0026041666666666665
0.185185|0.45|448|100,250,0.0026041666666666665
0.259259|0.45|448|80,250,0.0026041666666666665
0.333333|0.60|512|80,249,0.00259375
0.185185|0.55|384|40,249,0.00259375
0.259259|0.50|512|60,249,0.00259375
0.259259|0.45|256|40,248,0.0025833333333333333
0.185185|0.50|320|80,248,0.0025833333333333333
0.185185|0.55|320|100,247,0.0025729166666666665
0.185185|0.50|512|80,247,0.0025729166666666665
0.259259|0.50|384|60,247,0.0025729166666666665
0.333333|0.45|448|40,247,0.0025729166666666665
0.185185|0.60|448|60,247,0.0025729166666666665
0.259259|0.50|384|40,247,0.0025729166666666665
0.333333|0.60|512|40,247,0.0025729166666666665
0.259259|0.55|256|60,246,0.0025625
0.259259|0.55|320|40,246,0.0025625
0.259259|0.45|512|100,246,0.0025625
0.185185|0.45|448|80,245,0.0025520833333333333
0.185185|0.55|512|40,245,0.0025520833333333333
0.259259|0.50|256|80,245,0.0025520833333333333
0.333333|0.50|256|40,245,0.0025520833333333333
0.185185|0.55|320|60,245,0.0025520833333333333
0.185185|0.50|384|100,245,0.0025520833333333333
0.259259|0.60|256|100,245,0.0025520833333333333
0.185185|0.60|384|40,245,0.0025520833333333333
0.333333|0.60|256|80,245,0.0025520833333333333
0.259259|0.45|512|80,245,0.0025520833333333333
0.185185|0.60|448|80,244,0.0025416666666666665
0.259259|0.50|384|100,244,0.0025416666666666665
0.259259|0.55|512|40,244,0.0025416666666666665
0.259259|0.45|384|80,244,0.0025416666666666665
0.259259|0.60|512|60,244,0.0025416666666666665
0.333333|0.45|384|60,244,0.0025416666666666665
0.185185|0.45|384|100,243,0.00253125
0.185185|0.55|512|80,243,0.00253125
0.333333|0.45|512|60,242,0.0025208333333333333
0.185185|0.50|256|40,242,0.0025208333333333333
0.333333|0.50|384|60,242,0.0025208333333333333
0.333333|0.50|448|60,242,0.0025208333333333333
0.259259|0.60|320|40,242,0.0025208333333333333
0.259259|0.55|512|80,242,0.0025208333333333333
0.333333|0.55|320|100,241,0.002510416666666667
0.333333|0.55|256|60,241,0.002510416666666667
0.259259|0.50|448|100,240,0.0025
0.333333|0.50|320|40,240,0.0025
0.333333|0.50|384|40,240,0.0025
0.185185|0.45|320|40,240,0.0025
0.333333|0.45|512|40,239,0.0024895833333333332
0.333333|0.60|320|60,239,0.0024895833333333332
0.259259|0.50|512|40,239,0.0024895833333333332
0.333333|0.50|384|100,238,0.002479166666666667
0.185185|0.55|384|60,238,0.002479166666666667
0.333333|0.55|448|60,238,0.002479166666666667
0.333333|0.55|384|60,238,0.002479166666666667
0.333333|0.55|320|80,238,0.002479166666666667
0.259259|0.60|384|80,238,0.002479166666666667
0.333333|0.45|384|100,238,0.002479166666666667
0.259259|0.55|512|60,238,0.002479166666666667
0.185185|0.45|320|80,238,0.002479166666666667
0.185185|0.60|512|60,237,0.00246875
0.185185|0.60|256|40,237,0.00246875
0.333333|0.45|256|60,237,0.00246875
0.259259|0.50|448|80,237,0.00246875
0.333333|0.50|448|80,237,0.00246875
0.185185|0.55|384|80,237,0.00246875
0.333333|0.60|384|100,237,0.00246875
0.185185|0.55|256|60,236,0.002458333333333333
0.259259|0.60|256|80,236,0.002458333333333333
0.259259|0.60|256|40,236,0.002458333333333333
0.259259|0.55|256|100,236,0.002458333333333333
0.259259|0.60|384|40,236,0.002458333333333333
0.259259|0.60|448|100,236,0.002458333333333333
0.259259|0.55|320|100,236,0.002458333333333333
0.185185|0.60|320|40,236,0.002458333333333333
0.333333|0.55|512|100,236,0.002458333333333333
0.185185|0.45|512|40,236,0.002458333333333333
0.185185|0.50|512|40,235,0.002447916666666667
0.185185|0.50|320|40,235,0.002447916666666667
0.185185|0.50|448|100,235,0.002447916666666667
0.185185|0.55|448|100,235,0.002447916666666667
0.333333|0.60|384|80,235,0.002447916666666667
0.333333|0.60|256|60,235,0.002447916666666667
0.259259|0.55|320|60,235,0.002447916666666667
0.333333|0.60|384|60,235,0.002447916666666667
0.259259|0.45|448|40,234,0.0024375
0.259259|0.50|256|40,234,0.0024375
0.185185|0.45|448|40,234,0.0024375
0.185185|0.50|448|80,234,0.0024375
0.333333|0.45|384|80,234,0.0024375
0.185185|0.50|256|80,233,0.002427083333333333
0.259259|0.55|512|100,233,0.002427083333333333
0.185185|0.45|448|60,233,0.002427083333333333
0.333333|0.45|256|80,233,0.002427083333333333
0.185185|0.55|256|100,232,0.002416666666666667
0.333333|0.55|448|100,232,0.002416666666666667
0.259259|0.60|448|60,232,0.002416666666666667
0.333333|0.60|512|100,232,0.002416666666666667
0.185185|0.50|256|100,232,0.002416666666666667
0.259259|0.50|512|100,232,0.002416666666666667
0.259259|0.55|320|80,232,0.002416666666666667
0.333333|0.55|512|80,232,0.002416666666666667
0.185185|0.60|448|40,231,0.00240625
0.185185|0.50|512|100,231,0.00240625
0.259259|0.45|384|40,231,0.00240625
0.333333|0.45|448|60,231,0.00240625
0.333333|0.45|512|80,231,0.00240625
0.259259|0.55|384|40,231,0.00240625
0.259259|0.60|320|80,231,0.00240625
0.333333|0.60|320|80,230,0.002395833333333333
0.259259|0.60|384|60,230,0.002395833333333333
0.185185|0.55|448|40,230,0.002395833333333333
0.333333|0.60|448|40,229,0.0023854166666666668
0.259259|0.50|320|80,229,0.0023854166666666668
0.259259|0.55|448|100,229,0.0023854166666666668
0.333333|0.55|320|40,229,0.0023854166666666668
0.185185|0.55|512|60,229,0.0023854166666666668
0.185185|0.60|512|40,228,0.002375
0.259259|0.45|256|80,228,0.002375
0.259259|0.50|448|60,228,0.002375
0.185185|0.60|320|60,228,0.002375
0.333333|0.55|256|100,228,0.002375
0.259259|0.50|320|100,228,0.002375
0.185185|0.55|256|40,227,0.002364583333333333
0.333333|0.55|256|80,227,0.002364583333333333
0.185185|0.60|256|60,227,0.002364583333333333
0.333333|0.55|384|40,227,0.002364583333333333
0.185185|0.60|256|80,226,0.0023541666666666667
0.185185|0.50|448|60,226,0.0023541666666666667
0.185185|0.55|384|100,226,0.0023541666666666667
0.259259|0.60|512|100,225,0.00234375
0.185185|0.50|384|60,225,0.00234375
0.333333|0.60|256|100,225,0.00234375
0.185185|0.45|320|60,224,0.0023333333333333335
0.259259|0.50|256|60,224,0.0023333333333333335
0.185185|0.45|384|40,224,0.0023333333333333335
0.259259|0.60|384|100,224,0.0023333333333333335
0.185185|0.50|512|60,223,0.0023229166666666667
0.259259|0.55|448|40,223,0.0023229166666666667
0.333333|0.55|512|40,222,0.0023125
0.259259|0.60|512|80,222,0.0023125
0.259259|0.50|256|100,222,0.0023125
0.333333|0.60|512|60,221,0.0023020833333333335
0.333333|0.50|256|60,221,0.0023020833333333335
0.185185|0.55|448|60,221,0.0023020833333333335
0.333333|0.50|256|80,221,0.0023020833333333335
0.259259|0.60|320|100,220,0.0022916666666666667
0.333333|0.55|448|40,220,0.0022916666666666667
0.333333|0.60|256|40,220,0.0022916666666666667
0.185185|0.50|320|60,220,0.0022916666666666667
0.185185|0.60|384|60,219,0.00228125
0.333333|0.50|512|80,219,0.00228125
0.185185|0.45|512|80,219,0.00228125
0.333333|0.50|512|60,218,0.0022708333333333335
0.333333|0.50|256|100,218,0.0022708333333333335
0.259259|0.50|448|40,217,0.0022604166666666667
0.185185|0.60|320|80,217,0.0022604166666666667
0.185185|0.60|512|80,217,0.0022604166666666667
0.333333|0.60|320|40,217,0.0022604166666666667
0.259259|0.60|448|80,217,0.0022604166666666667
0.259259|0.55|448|80,217,0.0022604166666666667
0.259259|0.45|320|80,216,0.00225
0.333333|0.60|448|60,215,0.0022395833333333334
0.185185|0.55|320|80,215,0.0022395833333333334
0.259259|0.55|384|100,214,0.0022291666666666666
0.185185|0.55|448|80,214,0.0022291666666666666
0.185185|0.55|320|40,212,0.0022083333333333334
0.259259|0.50|384|80,212,0.0022083333333333334
0.185185|0.60|256|100,211,0.0021979166666666666
0.333333|0.55|320|60,211,0.0021979166666666666
0.259259|0.50|320|40,211,0.0021979166666666666
0.259259|0.60|320|60,210,0.0021875
0.333333|0.55|512|60,209,0.0021770833333333334
0.333333|0.50|448|40,208,0.0021666666666666666
0.259259|0.60|512|40,208,0.0021666666666666666
0.333333|0.60|448|80,207,0.00215625
0.259259|0.55|256|40,207,0.00215625
0.333333|0.55|256|40,205,0.0021354166666666665
0.185185|0.60|384|100,201,0.00209375
0.333333|0.60|320|100,200,0.0020833333333333333
0.333333|0.55|448|80,200,0.0020833333333333333
0.185185|0.60|448|100,192,0.002
0.185185|0.60|320|100,189,0.00196875
