timesteps,lagrangian_lambda,episode_cost,constraint_violation,unsafe_rate,rolling_cost_mean,rolling_unsafe_mean,rolling_lambda_mean,episode_reward,rolling_reward_mean,seed,stage
838,0.0880062127977344,0.0,0.0,0.0,0.023,0.0014583333333333,0.0886062127977344,42.40065145492554,83.42809023857117,42,stage2_high_train
849,0.0880062127977344,0.0,0.0,0.0,0.023,0.0014583333333333,0.0884062127977344,88.64489030838013,84.67209091186524,42,stage2_high_train
864,0.0880062127977344,0.0,0.0,0.0,0.023,0.0014583333333333,0.0882062127977344,113.87327241897584,85.97316927909851,42,stage2_high_train
877,0.0880062127977344,0.0,0.0,0.0,0.023,0.0014583333333333,0.0880062127977344,79.3081579208374,84.58538093566895,42,stage2_high_train
891,0.0880062127977344,0.0,0.0,0.0,0.023,0.0014583333333333,0.0880062127977344,99.33530521392822,85.3710859298706,42,stage2_high_train
897,0.0860421502983863,0.0,0.0,0.0,0.023,0.0014583333333333,0.0878098065477996,50.33467483520508,81.11786971092224,42,stage2_high_train
902,0.0860421502983863,0.0,0.0,0.0,0.0115,0.0008333333333333,0.0876134002978648,50.204710960388184,76.1863652229309,42,stage2_high_train
916,0.0860421502983863,0.0,0.0,0.0,0.0115,0.0008333333333333,0.0874169940479299,104.32646036148073,81.6298538684845,42,stage2_high_train
928,0.0860421502983863,0.0,0.0,0.0,0.0115,0.0008333333333333,0.0872205877979951,79.95820617675781,79.03936815261841,42,stage2_high_train
942,0.0860421502983863,0.0,0.0,0.0,0.0,0.0,0.0870241815480603,84.95717906951904,79.33435087203979,42,stage2_high_train
952,0.0860421502983863,0.0,0.0,0.0,0.0,0.0,0.0868277752981255,65.36155128479004,81.63044085502625,42,stage2_high_train
962,0.0860421502983863,0.0109523809523809,0.0,0.0,0.001095238095238,0.0,0.0866313690481907,72.49016666412354,80.01496849060058,42,stage2_high_train
975,0.0860421502983863,0.0,0.0,0.0,0.001095238095238,0.0,0.0864349627982559,113.24376487731934,79.95201773643494,42,stage2_high_train
988,0.0860421502983863,0.0,0.0,0.0,0.001095238095238,0.0,0.0862385565483211,88.83268690109253,80.90447063446045,42,stage2_high_train
1000,0.0860421502983863,0.0,0.0,0.0,0.001095238095238,0.0,0.0860421502983863,92.87557315826416,80.25849742889405,42,stage2_high_train
1016,0.0860421502983863,0.1248571428571428,0.0,0.00625,0.0135809523809523,0.000625,0.0860421502983863,124.67433643341064,87.6924635887146,42,stage2_high_train
1029,0.0840638913696366,0.0033333333333333,0.0,0.0,0.0139142857142857,0.000625,0.0858443244055113,105.3172550201416,93.20371799468994,42,stage2_high_train
1044,0.0840638913696366,0.0,0.0,0.0,0.0139142857142857,0.000625,0.0856464985126363,92.0213451385498,91.97320647239684,42,stage2_high_train
1058,0.0840638913696366,0.0,0.0,0.0,0.0139142857142857,0.000625,0.0854486726197614,104.62332725524902,94.43971858024597,42,stage2_high_train
1072,0.0840638913696366,0.0,0.0,0.0,0.0139142857142857,0.000625,0.0852508467268864,104.8679986000061,96.43080053329469,42,stage2_high_train
1086,0.0840638913696366,0.0,0.0,0.0,0.0139142857142857,0.000625,0.0850530208340114,99.71211194992064,99.86585659980774,42,stage2_high_train
1100,0.0840638913696366,0.0,0.0,0.0,0.0128190476190476,0.000625,0.0848551949411365,85.82990646362305,101.19983057975767,42,stage2_high_train
1112,0.0840638913696366,0.0,0.0,0.0,0.0128190476190476,0.000625,0.0846573690482615,86.65991878509521,98.54144597053528,42,stage2_high_train
1128,0.0840638913696366,0.0,0.0,0.0,0.0128190476190476,0.000625,0.0844595431553865,112.49304866790771,100.9074821472168,42,stage2_high_train
1143,0.0840638913696366,0.0,0.0,0.0,0.0128190476190476,0.000625,0.0842617172625115,105.35426807403564,102.15535163879396,42,stage2_high_train
1158,0.0820638913696366,0.0,0.0,0.0,0.0003333333333333,0.0,0.0838638913696366,104.87318563461304,100.17523655891418,42,stage2_high_train
1165,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0836638913696366,54.35030794143677,95.0785418510437,42,stage2_high_train
1180,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0834638913696366,92.55617570877077,95.1320249080658,42,stage2_high_train
1194,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0832638913696366,95.23231363296507,94.1929235458374,42,stage2_high_train
1201,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0830638913696366,49.683857440948486,88.67450942993165,42,stage2_high_train
1217,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0828638913696366,104.30650973320007,89.13394920825958,42,stage2_high_train
1231,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0826638913696366,95.13761806488036,90.06472036838531,42,stage2_high_train
1238,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0824638913696366,56.621901512146,87.0609186410904,42,stage2_high_train
1251,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0822638913696366,107.86947345733644,86.59856112003327,42,stage2_high_train
1256,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0820638913696366,42.13761043548584,80.27689535617829,42,stage2_high_train
1258,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0820638913696366,19.32244348526001,71.72182114124298,42,stage2_high_train
1261,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0820638913696366,21.600869178771973,68.44687726497651,42,stage2_high_train
1275,0.0820638913696366,0.0,0.0,0.0,0.0,0.0,0.0820638913696366,106.31003999710084,69.8222636938095,42,stage2_high_train
1283,0.0800638913696366,0.0492857142857143,0.0,0.0,0.0049285714285714,0.0,0.0818638913696366,58.18304920196533,66.11733725070954,42,stage2_high_train
1298,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0816638913696366,105.80950736999512,71.72990224361419,42,stage2_high_train
1312,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0814638913696366,112.32404136657716,72.5316554069519,42,stage2_high_train
1325,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0812638913696366,88.60424423217773,71.87831802368164,42,stage2_high_train
1338,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0810638913696366,79.07768297195435,74.12389616966247,42,stage2_high_train
1347,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0808638913696366,63.13455104827881,69.65040392875672,42,stage2_high_train
1362,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0806638913696366,90.56836891174316,74.49347977638244,42,stage2_high_train
1377,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0804638913696366,100.14042472839355,82.5752779006958,42,stage2_high_train
1390,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0802638913696366,92.55311679840088,89.67050266265869,42,stage2_high_train
1404,0.0800638913696366,0.0,0.0,0.0,0.0049285714285714,0.0,0.0800638913696366,107.35061311721802,89.77455997467041,42,stage2_high_train
1418,0.0780715922623839,0.0,0.0,0.0,0.0,0.0,0.0798646614589113,83.94745969772339,92.35100102424622,42,stage2_high_train
1430,0.0780715922623839,0.0,0.0,0.0,0.0,0.0,0.079665431548186,85.22040748596191,90.2920910358429,42,stage2_high_train
1443,0.0780715922623839,0.0,0.0,0.0,0.0,0.0,0.0794662016374608,102.8741250038147,89.34709939956664,42,stage2_high_train
1452,0.0780715922623839,0.1149999999999999,0.0,0.0111111111111111,0.0115,0.0011111111111111,0.0792669717267355,83.29085206985474,88.81576018333435,42,stage2_high_train
1465,0.0780715922623839,0.0,0.0,0.0,0.0115,0.0011111111111111,0.0790677418160103,85.42150688171387,89.4501425743103,42,stage2_high_train
1479,0.0780715922623839,0.0,0.0,0.0,0.0115,0.0011111111111111,0.078868511905285,83.40318870544434,91.47700634002686,42,stage2_high_train
1492,0.0780715922623839,0.0098571428571428,0.0,0.0,0.0124857142857142,0.0011111111111111,0.0786692819945597,79.03460502624512,90.32362995147705,42,stage2_high_train
1506,0.0780715922623839,0.0,0.0,0.0,0.0124857142857142,0.0011111111111111,0.0784700520838345,96.35627555847168,89.94521503448486,42,stage2_high_train
1520,0.0780715922623839,0.1248571428571428,0.0,0.0071428571428571,0.0249714285714285,0.0018253968253968,0.0782708221731092,102.51123523712158,90.94102687835694,42,stage2_high_train
1533,0.0780715922623839,0.0,0.0,0.0,0.0249714285714285,0.0018253968253968,0.0780715922623839,99.85232639312744,90.19119820594788,42,stage2_high_train
1542,0.0761106101194363,0.0,0.0,0.0,0.0249714285714285,0.0018253968253968,0.0778754940480892,62.78676080703735,88.07512831687927,42,stage2_high_train
1556,0.0761106101194363,0.0,0.0,0.0,0.0249714285714285,0.0018253968253968,0.0776793958337944,100.06017065048218,89.5591046333313,42,stage2_high_train
1570,0.0761106101194363,0.0003333333333333,0.0,0.0,0.0250047619047619,0.0018253968253968,0.0774832976194997,85.93131446838379,87.86482357978821,42,stage2_high_train
1583,0.0761106101194363,0.0,0.0,0.0,0.0135047619047619,0.0007142857142857,0.0772871994052049,79.49254560470581,87.48499293327332,42,stage2_high_train
1598,0.0761106101194363,0.0,0.0,0.0,0.0135047619047619,0.0007142857142857,0.0770911011909101,106.26482391357422,89.56932463645936,42,stage2_high_train
1611,0.0761106101194363,0.0,0.0,0.0,0.0135047619047619,0.0007142857142857,0.0768950029766154,88.50140571594238,90.07914633750916,42,stage2_high_train
1626,0.0761106101194363,0.0,0.0,0.0,0.0125190476190476,0.0007142857142857,0.0766989047623206,100.75881576538086,92.25156741142273,42,stage2_high_train
1632,0.0761106101194363,0.0,0.0,0.0,0.0125190476190476,0.0007142857142857,0.0765028065480259,56.72488260269165,88.28842811584472,42,stage2_high_train
1644,0.0761106101194363,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0763067083337311,100.35834980010986,88.07313957214356,42,stage2_high_train
1649,0.0761106101194363,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0761106101194363,36.03628492355347,81.69153542518616,42,stage2_high_train
1663,0.0761106101194363,0.0003333333333333,0.0,0.0,6.66666666666671e-05,0.0,0.0761106101194363,84.7404956817627,83.8869089126587,42,stage2_high_train
1676,0.0741107142861019,0.0,0.0,0.0,6.66666666666671e-05,0.0,0.0759106205361029,88.65772867202759,82.74666471481324,42,stage2_high_train
1691,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0757106309527694,99.72866106033324,84.12639937400817,42,stage2_high_train
1703,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.075510641369436,85.43023777008057,84.72016859054565,42,stage2_high_train
1716,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0753106517861025,99.65719509124756,84.059405708313,42,stage2_high_train
1728,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0751106622027691,86.41817092895508,83.85108222961426,42,stage2_high_train
1744,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0749106726194357,96.15207028388976,83.39040768146515,42,stage2_high_train
1749,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0747106830361022,42.48647928237915,81.9665673494339,42,stage2_high_train
1763,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0745106934527688,92.41198301315308,81.17193067073822,42,stage2_high_train
1769,0.0741107142861019,0.0,0.0,0.0,3.333333333333355e-05,0.0,0.0743107038694353,48.64087390899658,82.43238956928253,42,stage2_high_train
1774,0.0741107142861019,0.0,0.0,0.0,0.0,0.0,0.0741107142861019,40.280293464660645,77.98636934757232,42,stage2_high_train
1788,0.0741107142861019,0.0,0.0,0.0,0.0,0.0,0.0741107142861019,101.10061502456664,79.23065798282623,42,stage2_high_train
1803,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0739107142861019,104.37469625473022,79.69526150226594,42,stage2_high_train
1817,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0737107142861019,94.6850380897522,80.62074153423309,42,stage2_high_train
1833,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0735107142861019,104.99249076843262,81.1542711019516,42,stage2_high_train
1847,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0733107142861019,98.33416652679443,82.34587066173553,42,stage2_high_train
1860,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0731107142861019,101.16019439697266,82.84668307304382,42,stage2_high_train
1872,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0729107142861019,86.0849838256836,87.20653352737426,42,stage2_high_train
1878,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0727107142861019,50.57127380371094,83.02246260643005,42,stage2_high_train
1890,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0725107142861019,79.44190311431885,86.10256552696228,42,stage2_high_train
1905,0.0721107142861019,0.0,0.0,0.0,0.0,0.0,0.0723107142861019,105.74234867095949,92.64877104759216,42,stage2_high_train
1918,0.0721107142861019,0.0123214285714285,0.0,0.0,0.0012321428571428,0.0,0.0721107142861019,98.1636528968811,92.3550748348236,42,stage2_high_train
1930,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.0719109068084206,85.8301362991333,90.50061883926392,42,stage2_high_train
1945,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.0717110993307393,104.84337663650513,91.5164526939392,42,stage2_high_train
1961,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.0715112918530579,97.59419107437134,90.77662272453308,42,stage2_high_train
1975,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.0713114843753766,90.36026859283449,89.97923293113709,42,stage2_high_train
1986,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.0711116768976953,90.27427434921265,88.89064092636109,42,stage2_high_train
2000,0.0701126395092887,0.0,0.0,0.0,0.0012321428571428,0.0,0.070911869420014,99.6277527809143,90.24491782188416,42,stage2_high_train
2012,0.0701126395092887,0.0197142857142857,0.0,0.0,0.0032035714285714,0.0,0.0707120619423327,100.45946168899536,95.2337366104126,42,stage2_high_train
2017,0.0701126395092887,0.0,0.0,0.0,0.0032035714285714,0.0,0.0705122544646514,43.087568283081055,91.59830312728882,42,stage2_high_train
2031,0.0701126395092887,0.0,0.0,0.0,0.0032035714285714,0.0,0.07031244698697,106.26158618927002,91.65022687911988,42,stage2_high_train
2043,0.0701126395092887,0.0394285714285714,0.0,0.0,0.0059142857142857,0.0,0.0701126395092887,100.03854703903198,91.83771629333496,42,stage2_high_train
2057,0.0681218805814005,0.0,0.0,0.0,0.0059142857142857,0.0,0.0699135636164999,98.96989822387695,93.15169248580932,42,stage2_high_train
2073,0.0681218805814005,0.0,0.0,0.0,0.0059142857142857,0.0,0.0697144877237111,112.6842188835144,93.93577671051024,42,stage2_high_train
2086,0.0681218805814005,0.0,0.0,0.0,0.0059142857142857,0.0,0.0695154118309223,86.66550016403198,92.84290761947632,42,stage2_high_train
2099,0.0681218805814005,0.0,0.0,0.0,0.0059142857142857,0.0,0.0693163359381334,88.4889783859253,92.6557785987854,42,stage2_high_train
2112,0.0681218805814005,0.012,0.0,0.0,0.0071142857142857,0.0,0.0691172600453446,94.58032941818236,93.08638410568236,42,stage2_high_train
2118,0.0681218805814005,0.0,0.0,0.0,0.0071142857142857,0.0,0.0689181841525558,50.15987539291382,88.13959636688233,42,stage2_high_train
2131,0.0681218805814005,0.0,0.0,0.0,0.0051428571428571,0.0,0.068719108259767,98.46253967285156,87.93990416526795,42,stage2_high_train
2145,0.0681218805814005,0.0,0.0,0.0,0.0051428571428571,0.0,0.0685200323669781,94.70216131210329,93.10136346817016,42,stage2_high_train
2160,0.0681218805814005,0.0,0.0,0.0,0.0051428571428571,0.0,0.0683209564741893,86.7753643989563,91.1527412891388,42,stage2_high_train
2172,0.0681218805814005,0.0,0.0,0.0,0.0012,0.0,0.0681218805814005,86.0220103263855,89.75108761787415,42,stage2_high_train
2184,0.0661237555814168,0.0,0.0,0.0,0.0012,0.0,0.0679220680814021,86.22323560714722,88.47642135620117,42,stage2_high_train
2186,0.0661237555814168,0.0,0.0,0.0,0.0012,0.0,0.0677222555814038,19.038475036621097,79.11184697151184,42,stage2_high_train
2200,0.0661237555814168,0.0,0.0,0.0,0.0012,0.0,0.0675224430814054,99.38427209854126,80.38372416496277,42,stage2_high_train
2213,0.0661237555814168,0.0,0.0,0.0,0.0012,0.0,0.067322630581407,91.47626209259032,80.68245253562927,42,stage2_high_train
2227,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0671228180814086,102.17853164672852,81.44227275848388,42,stage2_high_train
2241,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0669230055814103,86.06934833526611,85.03322005271912,42,stage2_high_train
2247,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0667231930814119,48.28032350540161,80.01499843597412,42,stage2_high_train
2260,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0665233805814135,99.95214080810548,80.53999638557434,42,stage2_high_train
2274,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0663235680814152,106.24775171279909,82.48723511695862,42,stage2_high_train
2288,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0661237555814168,103.34875917434692,84.21991000175476,42,stage2_high_train
2300,0.0661237555814168,0.0,0.0,0.0,0.0,0.0,0.0661237555814168,92.70956468582152,84.86854290962219,42,stage2_high_train
2313,0.0641237555814168,0.0098571428571428,0.0,0.0,0.0009857142857142,0.0,0.0659237555814168,93.08786249160768,92.27348165512085,42,stage2_high_train
2319,0.0641237555814168,0.0,0.0,0.0,0.0009857142857142,0.0,0.0657237555814168,50.355380058288574,87.37059245109558,42,stage2_high_train
2334,0.0641237555814168,0.0197142857142857,0.0,0.0,0.0029571428571428,0.0,0.0655237555814168,119.94330835342409,90.21729707717896,42,stage2_high_train
2347,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0653237555814168,100.20291376113892,90.01973528862,42,stage2_high_train
2360,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0651237555814168,99.55652141571044,91.36845259666444,42,stage2_high_train
2374,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0649237555814168,84.55940866470337,94.9963611125946,42,stage2_high_train
2387,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0647237555814168,96.7063250541687,94.67177953720092,42,stage2_high_train
2393,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0645237555814168,56.25044822692871,89.6720491886139,42,stage2_high_train
2400,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0643237555814168,55.501779556274414,84.88735122680664,42,stage2_high_train
2416,0.0641237555814168,0.0,0.0,0.0,0.0029571428571428,0.0,0.0641237555814168,115.30519962310792,87.14691472053528,42,stage2_high_train
