timesteps,episode_reward,episode_cost,episode_len,unsafe_rate,tps,latency,mask_ratio,lagrangian_lambda,constraint_violation,episode_seed,eligible_size_mean,eligible_size_std,trajectory_fingerprint,episode_repeat_ratio,recent_unique_trajectory_count,rolling_reward_mean,rolling_cost_mean,rolling_unsafe_mean,rolling_lambda_mean
3480,561.0560717582703,0.1142857142857142,120,0.0,12090.278428826789,22.57034025245733,0.1423749999999999,0.0785078395574586,0.0,70,11.3,1.9347695814575248,8604a0975067ad098dccf65dd0497832581e09ce023a6bdec1b6b20be166d995,0.0,29,499.37296476765766,0.079018759018759,0.0,0.0813793078110041
3600,295.30850926879793,0.0363636363636363,120,0.0,11407.791637293403,23.75378285867367,0.1361041666666665,0.074921029492584,0.0,71,11.0,2.6012817353502227,65e9e5c8b498d8a6495076d58fefe93aebcaffe5327a625d05005e106b6698f6,0.0,30,498.538314768218,0.0724963924963925,0.0,0.0803027597411303
3720,524.2437073886395,0.0727272727272727,120,0.0,11731.441900618833,25.61698525501179,0.1499375,0.074921029492584,0.0,72,11.45,2.32325203109779,bdb5a134644894c07c1f73d2931070f4b1acdb60534a296191a1e1454ce3f8fd,0.0,31,501.3883506070008,0.074054834054834,0.0,0.0792262116712564
3840,449.1161253051832,0.1616161616161616,120,0.0,11720.547124925124,25.134755967098325,0.1320208333333333,0.074921029492584,0.0,73,11.0,2.47991935352745,211abcf264dbae087dc33fea9492aa8cf6945ad9b4a1f2bfae7fb021059a6a44,0.0,32,491.9657877885853,0.0845021645021645,0.0,0.0785085971330758
3960,450.0725755020976,0.109090909090909,120,0.0,11867.78703919294,25.596713869887733,0.1352708333333332,0.074921029492584,0.0,74,11.058333333333334,2.229707878225806,b33f9b59fd3f0d2cca40855ae2f6cc8d622903e2def26255e916fc23bfca2bf9,0.0,33,496.640438372828,0.0839826839826839,0.0,0.0777909825948951
4080,647.650995016098,0.1599999999999999,120,0.0,11906.508242860618,23.837619061301627,0.1417291666666665,0.074921029492584,0.0,75,11.375,2.8898168915463613,2d4c7e4c195db24c7c168f26da909ac9c03d1c67db44684bb9b4b7298be21baa,0.0,34,506.0667093494907,0.0955382395382395,0.0,0.0770733680567145
4200,520.207640349865,0.0,120,0.0,11973.990598225791,24.513918479904184,0.1333749999999999,0.0713406948949443,0.0,76,10.841666666666669,1.914836082337652,e746a138c6a90dcd80984830dfc54f24278f67e4cc80c406f14cd6f9f9f6e54d,0.0,35,506.50097079146656,0.0955382395382395,0.0,0.0759977200587699
4320,647.7743638418615,0.0,120,0.0,11797.527083484569,23.56444041069921,0.1771874999999999,0.0713406948949443,0.0,77,11.633333333333333,2.028683207293722,3033cad8dde653be95c810a294416173f909474becbb8ec5b13e7f14c5ef30d9,0.0,36,520.318117546849,0.0841096681096681,0.0,0.0752810055925185
4440,633.5969431996346,0.0,120,0.0,12223.128760093534,23.1847476046082,0.1965624999999998,0.0713406948949443,0.0,78,11.533333333333331,1.970335560817554,a98e31856d98fa6570ff931b6a3e27f35c023728454f5986cfaa3047463d01cf,0.0,37,517.854581980966,0.0768369408369408,0.0,0.074564291126267
4560,632.3091263175011,1.1454545454545455,120,0.0083333333333333,11505.86269017579,25.342966289267014,0.1984374999999999,0.0713406948949443,0.0,79,12.475,2.1368298169640645,c61cd5724eeb925ff5e501b30e3f70d2d69c6dfd26b1b3d93776923b443b61d2,0.0,38,536.1336057947949,0.1799538239538239,0.0008333333333333,0.0738475766600156
4680,573.8012479487807,0.0444444444444444,120,0.0,12324.331700599372,24.190042071683077,0.1321666666666665,0.0677871753233718,0.0,80,11.033333333333331,2.4218909049656965,c9f2158cc4e0cb79046750d9203d30c8e895fcda2d6551329b3e254939edc923,0.0,39,537.4081234138459,0.1729696969696969,0.0008333333333333,0.0727755102366069
4800,587.2740400880575,0.0,120,0.0,11227.61455770986,24.23906371023619,0.1558333333333333,0.0677871753233718,0.0,81,11.391666666666667,2.360423102374277,65f0df3721380b78a32b4aa73c7ee927fad07db1a6c3fc6a427644cc94298c50,0.0,40,566.6046764957719,0.1693333333333333,0.0008333333333333,0.0720621248196857
4920,668.1141597889364,0.0571428571428571,120,0.0,12661.090780346314,22.247913449528376,0.1730624999999999,0.0677871753233718,0.0,82,11.8,2.2196095752781946,4a4e455b12bb3a6ed71c231c7ac57fa2a9cb9a488f3762670b69e0585d4653c3,0.0,41,580.9917217358015,0.1677748917748917,0.0008333333333333,0.0713487394027645
5040,513.5927025191486,0.1662337662337662,120,0.0,11331.360223263788,25.333656960051812,0.1604999999999999,0.0677871753233718,0.0,83,11.625,2.5562423594017862,b9b02a5934cb29f4db0c68d2c7749d95bf6196da726d286a8483dd00f5803e26,0.0,42,587.4393794571981,0.1682366522366522,0.0008333333333333,0.0706353539858432
5160,735.7711787223816,0.0888888888888888,120,0.0,12475.447997341891,22.204480527574717,0.2435833333333332,0.0641993731950642,0.0,84,12.65,2.2863726730347333,0f4e55ba7bf3e9ffbfb40b00ae84e36250d9dd29b4743a79e715f14685825129,0.0,43,616.0092397792265,0.1662164502164502,0.0008333333333333,0.0695631883560913
5280,617.9820474386215,0.0,120,0.0,11055.872385728728,24.43060885428263,0.1244166666666667,0.0641993731950642,0.0,85,10.808333333333334,2.08684703693288,2403c5b174ca65e24aeb4613399e311819c23d009c35f978de01e7d6794a6a85,0.0,44,613.0423450214788,0.1502164502164502,0.0008333333333333,0.0684910227263393
5400,554.8009529486299,0.0888888888888888,120,0.0,12256.97631864505,22.65120604678924,0.1426875,0.0641993731950642,0.0,86,11.141666666666667,2.6561119245158946,ef8c80462a4b9f59e1cb602d473b81e9be2ee68ee088220fa0cc897f106e52d6,0.0,45,616.5016762813553,0.1591053391053391,0.0008333333333333,0.0677768905563513
5520,619.7453711330891,0.0,120,0.0,11555.289075148565,23.731727164220388,0.1438125,0.0641993731950642,0.0,87,11.025,1.9427750770482908,18193d870ddea524261f7e7f031e8c19c9e6806c7f9baaacab1f58e8a7446b6f,0.0,46,613.6987770104781,0.1591053391053391,0.0008333333333333,0.0670627583863633
5640,615.7377253770828,0.0888888888888888,120,0.0,11804.708123285249,25.51720264737131,0.1453958333333332,0.0606063176396768,0.0,88,11.2,2.427618860804422,973e80c82404f028018b88a8f610d934ad5fe0ef4f4fde3dfcac4095f9b97155,0.0,47,611.912855228223,0.1679942279942279,0.0008333333333333,0.0659893206608365
5760,657.2797347605228,0.0727272727272727,120,0.0,11192.57876643003,25.133936457734432,0.1720208333333332,0.0606063176396768,0.0,89,11.508333333333333,2.496650533993274,dcc98eadd6b4d52c4729fd48f10c90f4d82968ad3a7b006223a56b38ade39ae0,0.0,48,614.4099160725251,0.0607215007215007,0.0,0.0649158829353098
5880,645.6930646002293,1.181818181818182,120,0.0083333333333333,11366.849294534975,25.37194321418407,0.1453333333333333,0.0606063176396768,0.0,90,11.341666666666669,2.4916387958307467,6215dc041c697db834c8630333a25993d0ff214f3c3d5ddec7e0aea987a5c085,0.0,49,621.5990977376699,0.1744588744588744,0.0008333333333333,0.0641977971669403
6000,623.96190033108,0.0,120,0.0,11413.176390483712,24.387759631190143,0.1538541666666665,0.0606063176396768,0.0,91,11.3,2.242022896106696,29104ff0b62b7cbe8fb7955b4458f2bc1810371cccf484a357a804c0519b4aca,0.0,50,625.2678837619721,0.1744588744588744,0.0008333333333333,0.0634797113985708
6120,452.5142200961709,0.0444444444444444,120,0.0,12063.91640270648,23.060918863016017,0.1391666666666665,0.0606063176396768,0.0,92,11.016666666666667,2.2875872782378246,f8b1317bbf99030c2fb9c9f1cee1556cf8700839dd5dfa3a0df5ca64dc1d50a6,0.0,50,603.7078897926956,0.1731890331890332,0.0008333333333333,0.0627616256302013
6240,647.4214721154422,0.0363636363636363,120,0.0,12072.16601655426,22.5248899279552,0.2378958333333332,0.0570584798855241,0.0,93,12.45,2.3799509798873357,1920f7ca182cfbedd5da9abd82980334de68e63587d3e2bf374c63363ddf39d8,0.0,50,617.090766752325,0.1602020202020202,0.0008333333333333,0.0616887560864165
6360,399.5076671540737,0.0,120,0.0,11883.880751857656,25.38594102672436,0.1306041666666666,0.0570584798855241,0.0,94,10.791666666666666,2.2282124125755085,6b3d672bcb6443cc26bb8130c1cb89445f4495564ba26ded86b0cefcb60993a6,0.0,50,583.4644155954942,0.1513131313131313,0.0008333333333333,0.0609746667554625
6480,663.2413756288588,0.0,120,0.0,11792.785915123455,23.25319783656065,0.1199583333333333,0.0570584798855241,0.0,95,10.525,2.3272390652158315,ea0cb4256114833b42e9793796d024fb32145e5c413af7f1d06ce1b6e5ec3cad,0.0,50,587.9903484145179,0.1513131313131313,0.0008333333333333,0.0602605774245085
6600,661.1848744284362,0.0,120,0.0,11836.225587653507,23.38050443129697,0.1589583333333333,0.0570584798855241,0.0,96,11.533333333333331,1.788543790039508,2ef1c729d1e5aaf5e70053d5d989eb04a54441f6b21767241efa1c329382e2cf,0.0,50,598.6287405624986,0.1424242424242424,0.0008333333333333,0.0595464880935545
6720,731.3307648897171,0.0727272727272727,120,0.0,11003.993442472143,25.346374455830315,0.2109374999999999,0.0534613207945251,0.0,97,12.45,2.011839953873081,17c65bee3bda5a18b3771cdd3cfc376cf5ef37046ee39b8ed4a82b2dedc092f0,0.0,50,609.7872799381614,0.1496969696969697,0.0008333333333333,0.0584726828535006
6840,749.4987449645996,0.109090909090909,120,0.0,11801.670901142325,23.409977502990216,0.1881666666666665,0.0534613207945251,0.0,98,11.783333333333331,2.021481854701868,c7a1738b724536281acdd92f642a64fdd73d50f9f89f9a62cd7ae8ac4967bcb9,0.0,50,623.163381896913,0.1517171717171717,0.0008333333333333,0.0577581831689854
6960,724.773129761219,0.1148717948717948,120,0.0,11896.098888585304,23.66192704227349,0.1976666666666665,0.0534613207945251,0.0,99,11.991666666666667,3.0179900412176432,5a22c4668a6d1301cc3d7836715fc043933b76f1052d8fa3e86933dbd4a61311,0.0,50,629.9127213969826,0.1559316239316239,0.0008333333333333,0.0570436834844702
7080,679.793773945421,0.0,120,0.0,12147.072943056126,23.35243504071769,0.1993541666666664,0.0534613207945251,0.0,100,11.933333333333334,2.027861489900689,a123c77dacc4ad40eb414c82b55e5cc09faa37402bb53c7cafe34df9997ade57,0.0,50,633.3227923315019,0.0377498057498057,0.0,0.056329183799955
7200,689.3051853328943,0.0935064935064935,120,0.0,11989.386821824017,23.454303487348746,0.2205416666666665,0.0498737219355185,0.0,101,12.75,2.7816362091402267,5627a9efc0830d71db6f6e145b5d64731dd6dcddd9bcb8e5484c470be7c0b383,0.0,50,639.8571208316832,0.0471004551004551,0.0,0.0552559242295392
7320,657.6078723818064,0.0808080808080808,120,0.0,11984.280554320168,23.3007488760059,0.1352291666666667,0.0498737219355185,0.0,102,10.891666666666667,2.594210969746975,1519a767380ef05030d697a9eda2799de2222d5b9282ade76f7e06c110a492e5,0.0,50,660.3664860602469,0.0507368187368187,0.0,0.0541826646591234
7440,679.787355363369,0.0,120,0.0,12166.381802785609,22.89573743785257,0.1498333333333333,0.0498737219355185,0.0,103,11.066666666666666,2.2610223842815507,3f47419c85c5f3c96eb062a9ea1afae69c58d0f1db57060bad7e6f1bbef4cc50,0.0,50,663.6030743850395,0.0471004551004551,0.0,0.0534641888641228
7560,711.8531024158001,0.0888888888888888,120,0.0,11724.666632823211,24.044977548943585,0.1736041666666664,0.0498737219355185,0.0,104,11.65,2.4448926356795284,1314406423337bf72d9a96b314645133eef1bbae341c4041bdc63061be580051,0.0,50,694.8376179112122,0.0559893439893439,0.0,0.0527457130691223
7680,688.5262694507837,0.109090909090909,120,0.0,11470.184458004403,23.869082261255297,0.1575833333333332,0.0498737219355185,0.0,105,11.558333333333334,2.6387997060953468,fa6823020c754642df6dc3d7f8118a7e50e3483701bb2839ac0dd5926d0b307d,0.0,50,697.3661072934046,0.0668984348984349,0.0,0.0520272372741217
7800,552.2002107361332,0.0727272727272727,120,0.0,11540.90433059658,23.90736920925283,0.1688958333333332,0.0462846120871254,0.0,106,11.575,2.5969934539771216,507045246540e910b8000893dd1c96d9faff24c2c2289d351a4d714187da945d,0.0,50,686.4676409241744,0.0741711621711621,0.0,0.0509498504942818
7920,689.2365427017212,0.0571428571428571,120,0.0,11670.24047137789,23.701738403056705,0.1986249999999998,0.0462846120871254,0.0,107,12.066666666666666,2.304825855075006,6600d3015136396e0925cb34c18e3a94a3491acff7792dc2ed735663a60c2fed,0.0,50,682.2582187053747,0.0726127206127206,0.0,0.0502321796235419
8040,602.5205577295274,0.0727272727272727,120,0.0,11584.442001717658,23.950974223110936,0.1592291666666666,0.0462846120871254,0.0,108,11.633333333333333,2.658111275991952,e7fdac6f978a8dc9106a26c25c2a6d94858c8367bc05cbe1487c1ce799784839,0.0,50,667.5603999818675,0.0689763569763569,0.0,0.0495145087528019
8160,747.1704117655754,0.0444444444444444,120,0.0,12043.709938496757,23.24639988607672,0.2022291666666665,0.0462846120871254,0.0,109,12.041666666666666,2.222595454768046,5e5d8296f8e44ca395260e110d77de8bef9873bfe31b32d06b33dc296999ddfa,0.0,50,669.8001281823032,0.0619336219336219,0.0,0.0487968378820619
8280,658.7449043393135,0.0,120,0.0,11285.31877435619,24.36160151373289,0.1894583333333331,0.0426942621594411,0.0,110,12.141666666666667,2.1652399148567474,737f787effcec02aa9afc26192ea6caea589fa6d0f2d7e5a14c6338c6318ef2b,0.0,50,667.6952412216924,0.0619336219336219,0.0,0.0477201320185535
8400,626.534638017416,0.0,120,0.0,12470.111750325854,22.490402390804327,0.1298124999999999,0.0426942621594411,0.0,111,10.266666666666667,2.0113566455394074,ae8031a9ed709d97e3085b2ec4bd06159203e088252507fe8051d6f4f01b1422,0.0,50,661.4181864901445,0.0525829725829725,0.0,0.0470021860409458
8520,662.8357628583908,0.1706293706293706,120,0.0,12128.24434967611,24.31604534718111,0.1864374999999998,0.0426942621594411,0.0,112,11.6,2.7640549922170483,b18ef164f62cf0306d5eb88c911e328d8648578f41290be3d1c0968f6778dcba,0.0,50,661.9409755378031,0.0615651015651015,0.0,0.0462842400633381
8640,700.2737143933773,0.0727272727272727,120,0.0,11662.30027463557,24.10921113745021,0.1998333333333331,0.0426942621594411,0.0,113,11.825,2.482144570057656,991ad7c8bc9b862dd1d92be553efbd96e4990f1f3725c59b1320eae687ceb319,0.0,50,663.9896114408039,0.0688378288378288,0.0,0.0455662940857303
8760,659.681426346302,0.0,120,0.0,11587.296881649492,25.30270781576386,0.1089374999999999,0.0391037682783906,0.0,114,10.516666666666667,2.1251797309613294,b03fa53a73e91e3f60f8264916646d2e2178f89197f74ab3d6b9328f4f958ecb,0.0,50,658.772443833854,0.0599489399489399,0.0,0.0444892987200175
8880,588.6707045901567,0.0888888888888888,120,0.0,12001.918576501794,23.13990889050989,0.1261458333333332,0.0391037682783906,0.0,115,10.225,2.755184506828294,1d806f818c88dace0d2c58bad275fae43c7f8a3668ea0331a133fbda999e94fd,0.0,50,648.7868873477913,0.0579287379287379,0.0,0.0434123033543047
9000,667.2975694537163,0.0444444444444444,120,0.0,11511.077265454944,23.813002328621376,0.1979791666666664,0.0391037682783906,0.0,116,11.683333333333334,2.97764821442844,c288a09c7d85eea5ba2e1aeb5cdfb763b0d30b0e8b0bc0e8908a18b1b9a4dd98,0.0,50,660.2966232195497,0.0551004551004551,0.0,0.0426942189734313
9120,692.0630409121513,0.0571428571428571,120,0.0,11352.94175589538,26.187399731716788,0.1975416666666666,0.0391037682783906,0.0,117,12.325,1.9965073670454343,65efcfdbd2502bcb0708a67cf44603d7f298d9be46fcf34fddea19e55bbbf62a,0.0,50,660.5792730405926,0.0551004551004551,0.0,0.0419761345925578
9240,740.4264661967754,0.0363636363636363,120,0.0,12320.766790740428,23.085904013266507,0.2192499999999998,0.0355126292096567,0.0,118,12.491666666666667,2.516597681173704,c10b924fbe05fb5763292a6a12e8237bc628342cb282fad0a8e6c7951494e63b,0.0,50,674.3698638873175,0.0514640914640914,0.0,0.0408989363048109
9360,638.4760107919574,0.0363636363636363,120,0.0,11980.7878522912,23.004736961868456,0.1539374999999999,0.0355126292096567,0.0,119,10.95,2.3904323179430684,7446a916f54fdb3106e96f5b2917eeb81c6deab89b55c2029a0c13b5f7a2d6e2,0.0,50,663.5004237899557,0.0506560106560106,0.0,0.039821738017064
9480,679.0904080271721,0.0888888888888888,120,0.0,12516.559769197667,22.349847328973294,0.2296458333333332,0.0355126292096567,0.0,120,12.266666666666667,2.2313423961572685,9e8a32e9017e5de820a060ba55510fbb9c7e3ac381d483bd59e0ff72ddd116d6,0.0,50,665.5349741587415,0.0595448995448995,0.0,0.0391035747220856
9600,692.2606091797352,0.0363636363636363,120,0.0,11583.44411736623,23.81383461166802,0.1609583333333331,0.0355126292096567,0.0,121,11.166666666666666,2.491095252204455,e507b6d6ea0c73719f539099fc3cadd75e43da677659e2f83a70208e3f838e75,0.0,50,672.1075712749735,0.0631812631812631,0.0,0.0383854114271072
9720,681.975655913353,0.0,120,0.0,11711.265106360168,25.05536499613749,0.2296666666666665,0.0355126292096567,0.0,122,12.75,2.08666400425815,c8b01ba2f2af58fa94bdec5d8c42c23161a79e9bafb0574e34cccc8713284bd0,0.0,50,674.0215605804697,0.0461183261183261,0.0,0.0376672481321287
9840,587.9738533310592,0.0727272727272727,120,0.0,12067.12746844587,25.39039618635303,0.1599791666666666,0.031921783250256,0.0,123,11.35,2.5187629238708964,6b83a393f7e86cee4d43ee25408e3dc007c826845488e2b65b88eb1e70a4dd2f,0.0,50,662.7915744742379,0.0461183261183261,0.0,0.0365900002412102
9960,599.5495482981205,0.0,120,0.0,11883.583511858043,25.18046034660277,0.1406458333333333,0.031921783250256,0.0,124,11.125,1.837400790972581,bedd4dfbcbfe1696f2fef5e631a04d408359d039d6185252f33108aeecaa9f02,0.0,50,656.7783866694197,0.0461183261183261,0.0,0.0358718017383967
10080,569.87533685565,0.109090909090909,120,0.0,11342.906813185236,23.946088381975148,0.1103333333333333,0.031921783250256,0.0,125,10.325,2.0541117301646503,44a286e538525e11b7529ef7ff98c682456a9b0d665e553b48b6738bf50e533a,0.0,50,654.8988498959691,0.0481385281385281,0.0,0.0351536032355833
10200,695.2415679097176,0.0363636363636363,120,0.0,11175.203644174131,24.70449818424888,0.1495208333333331,0.031921783250256,0.0,126,11.166666666666666,2.034425935955624,30dbaa60e9723e08e51ae4601f461c90c8fa1ec66e4791e46965294ad34b3d69,0.0,50,657.6932497415692,0.0473304473304473,0.0,0.0344354047327698
